officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude
Sadam B.O,764039,B.O,Delivery,Koraput,Berhampur,Odisha,Pottangi,Koraput,ODISHA,NA,Pottangi S.O,Koraput H.O,NA,NA
Sadaranga B.O,764058,B.O,Delivery,Koraput,Berhampur,Odisha,Kotpad,Koraput,ODISHA,NA,Kotpad S.O,Jeypore(K) H.O,NA,NA
Sagada B.O,765022,B.O,Delivery,Koraput,Berhampur,Odisha,Gunupur,Rayagada,ODISHA,NA,Gunupur S.O,Rayagada(K) H.O,NA,NA
Sahada B.O,765019,B.O,Delivery,Koraput,Berhampur,Odisha,Bissamcuttack,Rayagada,ODISHA,NA,Bissamcuttack S.O,Rayagada(K) H.O,NA,NA
Salimi B.O,764044,B.O,Delivery,Koraput,Berhampur,Odisha,Malkangiri,Malkangiri,ODISHA,NA,Mathili S.O,Jeypore(K) H.O,NA,NA
Sambai B.O,764039,B.O,Delivery,Koraput,Berhampur,Odisha,Pottangi,Koraput,ODISHA,NA,Pottangi S.O,Koraput H.O,NA,NA
Sanahuma B.O,765026,B.O,Delivery,Koraput,Berhampur,Odisha,Gudari,Rayagada,ODISHA,NA,Gudari S.O,Rayagada(K) H.O,NA,NA
Sanamasigaon B.O,764063,B.O,Delivery,Koraput,Berhampur,Odisha,Nabarangpur,Nabarangapur,ODISHA,NA,Mirganiguda S.O,Jeypore(K) H.O,NA,NA
Sanameda B.O,764061,B.O,Delivery,Koraput,Berhampur,Odisha,Kodinga,Nabarangapur,ODISHA,NA,Kosagumuda S.O,Jeypore(K) H.O,NA,NA
Sankarada B.O,765015,B.O,Delivery,Koraput,Berhampur,Odisha,Kashipur,Rayagada,ODISHA,NA,Kashipur (Rayagada) S.O,Rayagada(K) H.O,NA,NA
Sanparia B.O,764056,B.O,Delivery,Koraput,Berhampur,Odisha,Borigumma,Koraput,ODISHA,NA,Borigumma S.O,Koraput H.O,NA,NA
Saradhapalli S.O,764086,S.O,Delivery,Koraput,Berhampur,Odisha,Malkangiri,Malkangiri,ODISHA,06861-230235,NA,Jeypore(K) H.O,NA,NA
Saradhapur B.O,764077,B.O,Delivery,Koraput,Berhampur,Odisha,Umerkote,Nabarangapur,ODISHA,NA,Chandahandi S.O,Jeypore(K) H.O,NA,NA
Sarguli B.O,764074,B.O,Delivery,Koraput,Berhampur,Odisha,Umerkote,Nabarangapur,ODISHA,NA,Raighar S.O,Jeypore(K) H.O,NA,NA
Sasahandi B.O,764056,B.O,Delivery,Koraput,Berhampur,Odisha,Borigumma,Koraput,ODISHA,NA,Borigumma S.O,Koraput H.O,NA,NA
Sector-VII(Sunabeda) S.O,763002,S.O,Non-Delivery,Koraput,Berhampur,Odisha,Sunabeda,Koraput,ODISHA,06853-222751,NA,Koraput H.O,NA,NA
Semiliguda S.O,764036,S.O,Delivery,Koraput,Berhampur,Odisha,Koraput,Koraput,ODISHA,06853-225244,NA,Koraput H.O,NA,NA
Semla B.O,764071,B.O,Delivery,Koraput,Berhampur,Odisha,Nabarangpur,Nabarangapur,ODISHA,NA,Papadahandi S.O,Jeypore(K) H.O,NA,NA
Semlaguda B.O,764057,B.O,Delivery,Koraput,Berhampur,Odisha,Bhairabsingipur,Koraput,ODISHA,NA,Bhairabsinghpur S.O,Koraput H.O,NA,NA
Serjholi B.O,764062,B.O,Delivery,Koraput,Berhampur,Odisha,Gunupur,Rayagada,ODISHA,NA,Bikrampur S.O,Rayagada(K) H.O,NA,NA
Sikarpai B.O,765017,B.O,Delivery,Koraput,Berhampur,Odisha,Kalyanasingpur,Rayagada,ODISHA,NA,J.K.Pur S.O,Rayagada(K) H.O,NA,NA
Sikhapali B.O,764086,B.O,Delivery,Koraput,Berhampur,Odisha,Malkangiri,Malkangiri,ODISHA,NA,Saradhapalli S.O,Jeypore(K) H.O,NA,NA
Simla B.O,764037,B.O,Delivery,Koraput,Berhampur,Odisha,Pottangi,Koraput,ODISHA,NA,Nandapur S.O,Koraput H.O,NA,NA
Simlibamchha B.O,764047,B.O,Delivery,Koraput,Berhampur,Odisha,Motu,Malkangiri,ODISHA,NA,Kalimela S.O,Jeypore(K) H.O,NA,NA
Sindhigaon B.O,764063,B.O,Delivery,Koraput,Berhampur,Odisha,Nabarngpur,Nabarangapur,ODISHA,NA,Mirganiguda S.O,Jeypore(K) H.O,NA,NA
Sindhiguda B.O,764063,B.O,Delivery,Koraput,Berhampur,Odisha,Nabarangpur,Nabarangapur,ODISHA,NA,Mirganiguda S.O,Jeypore(K) H.O,NA,NA
Singari B.O,765016,B.O,Delivery,Koraput,Berhampur,Odisha,K.singhpur,Rayagada,ODISHA,NA,K.Singhpur S.O,Rayagada(K) H.O,NA,NA
Singisari B.O,764072,B.O,Delivery,Koraput,Berhampur,Odisha,Umerkote,Nabarangapur,ODISHA,NA,Dabugam S.O,Jeypore(K) H.O,NA,NA
Siriguda B.O,765026,B.O,Delivery,Koraput,Berhampur,Odisha,Gudari,Rayagada,ODISHA,NA,Gudari S.O,Rayagada(K) H.O,NA,NA
Sirigumma B.O,765017,B.O,Delivery,Koraput,Berhampur,Odisha,Kalyanasingpur,Rayagada,ODISHA,NA,J.K.Pur S.O,Rayagada(K) H.O,NA,NA
Siripai B.O,765015,B.O,Delivery,Koraput,Berhampur,Odisha,Kashipur,Rayagada,ODISHA,NA,Kashipur (Rayagada) S.O,Rayagada(K) H.O,NA,NA
Sirisi B.O,764071,B.O,Delivery,Koraput,Berhampur,Odisha,Nabarangpur,Nabarangapur,ODISHA,NA,Papadahandi S.O,Jeypore(K) H.O,NA,NA
Sirliguda B.O,764073,B.O,Delivery,Koraput,Berhampur,Odisha,Umarkote,Nabarangapur,ODISHA,NA,Umerkote S.O,Jeypore(K) H.O,NA,NA
Soguru B.O,764081,B.O,Delivery,Koraput,Berhampur,Odisha,Machh kund,Koraput,ODISHA,NA,Lamtaput S.O,Jeypore(K) H.O,NA,NA
Somnathpur B.O,764043,B.O,Delivery,Koraput,Berhampur,Odisha,Orkel,Malkangiri,ODISHA,NA,Boipariguda S.O,Jeypore(K) H.O,NA,NA
Sonepur B.O,764074,B.O,Delivery,Koraput,Berhampur,Odisha,Umerkote,Nabarangapur,ODISHA,NA,Raighar S.O,Jeypore(K) H.O,NA,NA
Sorada B.O,764039,B.O,Delivery,Koraput,Berhampur,Odisha,Pottangi,Koraput,ODISHA,NA,Pottangi S.O,Koraput H.O,NA,NA
Sorgiguda B.O,764056,B.O,Delivery,Koraput,Berhampur,Odisha,Borigumma,Koraput,ODISHA,NA,Borigumma S.O,Koraput H.O,NA,NA
Subai B.O,764037,B.O,Delivery,Koraput,Berhampur,Odisha,Nandapur,Koraput,ODISHA,NA,Nandapur S.O,Koraput H.O,NA,NA
Suku B.O,764021,B.O,Delivery,Koraput,Berhampur,Odisha,Koraput,Koraput,ODISHA,NA,Omp Line S.O,Koraput H.O,NA,NA
Sulava B.O,765002,B.O,Delivery,Koraput,Berhampur,Odisha,Rayagada,Rayagada,ODISHA,NA,Rayagada S.F. S.O,Rayagada(K) H.O,NA,NA
Sunabeda B.O,764073,B.O,Delivery,Koraput,Berhampur,Odisha,Umerkote,Nabarangapur,ODISHA,NA,Umerkote S.O,Jeypore(K) H.O,NA,NA
Sunabeda-1 S.O,763001,S.O,Delivery,Koraput,Berhampur,Odisha,Sunabeda,Koraput,ODISHA,06853-220311,NA,Koraput H.O,NA,NA
Sunabeda-2 S.O,763002,S.O,Delivery,Koraput,Berhampur,Odisha,Sunabeda,Koraput,ODISHA,06853-220285,NA,Koraput H.O,NA,NA
Sunakhandi B.O,765016,B.O,Delivery,Koraput,Berhampur,Odisha,K.singhpur,Rayagada,ODISHA,NA,K.Singhpur S.O,Rayagada(K) H.O,NA,NA
Sunarbelli (Nuagaon) B.O,764058,B.O,Delivery,Koraput,Berhampur,Odisha,Kotpad,Koraput,ODISHA,NA,Kotpad S.O,Jeypore(K) H.O,NA,NA
Sunger B.O,765015,B.O,Delivery,Koraput,Berhampur,Odisha,Kashipur,Rayagada,ODISHA,NA,Kashipur (Rayagada) S.O,Rayagada(K) H.O,NA,NA
Sunki B.O,764039,B.O,Delivery,Koraput,Berhampur,Odisha,Pottangi,Koraput,ODISHA,NA,Pottangi S.O,Koraput H.O,NA,NA
Suri B.O,765017,B.O,Delivery,Koraput,Berhampur,Odisha,Rayagada,Rayagada,ODISHA,NA,J.K.Pur S.O,Rayagada(K) H.O,NA,NA
T.Gumandi B.O,764014,B.O,Delivery,Koraput,Berhampur,Odisha,Narayanpatna,Koraput,ODISHA,NA,Narayanpatna S.O,Koraput H.O,NA,NA
T.Padar B.O,764014,B.O,Delivery,Koraput,Berhampur,Odisha,Narayanpatna,Koraput,ODISHA,NA,Narayanpatna S.O,Koraput H.O,NA,NA
T.Padar B.O,765020,B.O,Delivery,Koraput,Berhampur,Odisha,Muniguda,Rayagada,ODISHA,NA,Muniguda S.O,Rayagada(K) H.O,NA,NA
T.Thuba B.O,764037,B.O,Delivery,Koraput,Berhampur,Odisha,Pottangi,Koraput,ODISHA,NA,Nandapur S.O,Koraput H.O,NA,NA
Tabalaguda B.O,765025,B.O,Delivery,Koraput,Berhampur,Odisha,Gunupur,Rayagada,ODISHA,NA,Padmapur S.O,Rayagada(K) H.O,NA,NA
Talarai B.O,764047,B.O,Delivery,Koraput,Berhampur,Odisha,Motu,Malkangiri,ODISHA,NA,Kalimela S.O,Jeypore(K) H.O,NA,NA
Tamasa B.O,764045,B.O,Delivery,Koraput,Berhampur,Odisha,Malkangiri,Malkangiri,ODISHA,NA,Malkangiri S.O,Jeypore(K) H.O,NA,NA
Tandabai B.O,764087,B.O,Delivery,Koraput,Berhampur,Odisha,Motu,Malkangiri,ODISHA,NA,Lachipeta S.O,Jeypore(K) H.O,NA,NA
Tandiki B.O,764045,B.O,Delivery,Koraput,Berhampur,Odisha,Malkangiri,Malkangiri,ODISHA,NA,Malkangiri S.O,Jeypore(K) H.O,NA,NA
Tankua B.O,764003,B.O,Delivery,Koraput,Berhampur,Odisha,Jeypore(k),Koraput,ODISHA,NA,Prasadraopeta S.O,Jeypore(K) H.O,NA,NA
Taragaon B.O,764059,B.O,Delivery,Koraput,Berhampur,Odisha,Nabarangpur,Nabarangapur,ODISHA,NA,Nabarangpur S.O,Jeypore(K) H.O,NA,NA
Taraput B.O,764002,B.O,Delivery,Koraput,Berhampur,Odisha,Jeypore(k),Koraput,ODISHA,NA,Jeypore(K) R.S. S.O,Jeypore(K) H.O,NA,NA
Taribili B.O,765022,B.O,Delivery,Koraput,Berhampur,Odisha,Gunupur,Rayagada,ODISHA,NA,Gunupur S.O,Rayagada(K) H.O,NA,NA
Tarlakota B.O,764051,B.O,Delivery,Koraput,Berhampur,Odisha,Malkangiri,Malkangiri,ODISHA,NA,Balimela S.O,Jeypore(K) H.O,NA,NA
Tembaguda B.O,765025,B.O,Delivery,Koraput,Berhampur,Odisha,Gudari,Rayagada,ODISHA,NA,Padmapur S.O,Rayagada(K) H.O,NA,NA
Temera B.O,764061,B.O,Delivery,Koraput,Berhampur,Odisha,Kodinga,Nabarangapur,ODISHA,NA,Kosagumuda S.O,Jeypore(K) H.O,NA,NA
Temurupali B.O,764044,B.O,Delivery,Koraput,Berhampur,Odisha,Malkangiri,Malkangiri,ODISHA,NA,Mathili S.O,Jeypore(K) H.O,NA,NA
Tentuligumma B.O,764043,B.O,Delivery,Koraput,Berhampur,Odisha,Jeypore(k),Koraput,ODISHA,NA,Boipariguda S.O,Jeypore(K) H.O,NA,NA
Tentulikhunti S.O,764070,S.O,Delivery,Koraput,Berhampur,Odisha,Nabarangpur,Nabarangapur,ODISHA,06858-228622,NA,Jeypore(K) H.O,NA,NA
Therubali S.O,765018,S.O,Delivery,Koraput,Berhampur,Odisha,Rayagada,Rayagada,ODISHA,06856-230011,NA,Rayagada(K) H.O,NA,NA
Tiitmari B.O,765033,B.O,Delivery,Koraput,Berhampur,Odisha,Gunupur,Rayagada,ODISHA,NA,Dambasora S.O,Rayagada(K) H.O,NA,NA
Tikarpada B.O,764081,B.O,Delivery,Koraput,Berhampur,Odisha,Machkund,Koraput,ODISHA,NA,Lamtaput S.O,Jeypore(K) H.O,NA,NA
Tikiri B.O,765015,B.O,Delivery,Koraput,Berhampur,Odisha,Kashipur,Rayagada,ODISHA,NA,Kashipur (Rayagada) S.O,Rayagada(K) H.O,NA,NA
Todama B.O,765002,B.O,Delivery,Koraput,Berhampur,Odisha,Rayagada,Rayagada,ODISHA,NA,Rayagada S.F. S.O,Rayagada(K) H.O,NA,NA
Tolana B.O,765022,B.O,Delivery,Koraput,Berhampur,Odisha,Gunupur,Rayagada,ODISHA,NA,Gunupur S.O,Rayagada(K) H.O,NA,NA
Toyaput B.O,765013,B.O,Delivery,Koraput,Berhampur,Odisha,Narayanpatna,Koraput,ODISHA,NA,Laxmipur (Koraput) S.O,Koraput H.O,NA,NA
Tumberla B.O,764071,B.O,Delivery,Koraput,Berhampur,Odisha,Nabarangpur,Nabarangapur,ODISHA,NA,Papadahandi S.O,Jeypore(K) H.O,NA,NA
Tumusapalli B.O,764045,B.O,Delivery,Koraput,Berhampur,Odisha,Malkangiri,Malkangiri,ODISHA,NA,Malkangiri S.O,Jeypore(K) H.O,NA,NA
Turaighati B.O,765015,B.O,Delivery,Koraput,Berhampur,Odisha,Kashipur,Rayagada,ODISHA,NA,Kashipur (Rayagada) S.O,Rayagada(K) H.O,NA,NA
Turia B.O,764039,B.O,Delivery,Koraput,Berhampur,Odisha,Pottangi,Koraput,ODISHA,NA,Pottangi S.O,Koraput H.O,NA,NA
Turudi B.O,764074,B.O,Delivery,Koraput,Berhampur,Odisha,Umerkote,Nabarangapur,ODISHA,NA,Raighar S.O,Jeypore(K) H.O,NA,NA
Turudihi,764088,S.O,Delivery,Koraput,Berhampur,Odisha,Umerkote,Nabarangapur,ODISHA,NA,NA,Jeypore(K) H.O,NA,NA
Tusuba B.O,764081,B.O,Delivery,Koraput,Berhampur,Odisha,Machkund,Koraput,ODISHA,NA,Lamtaput S.O,Jeypore(K) H.O,NA,NA
Udilibeda B.O,764044,B.O,Delivery,Koraput,Berhampur,Odisha,Malkangiri,Malkangiri,ODISHA,NA,Mathili S.O,Jeypore(K) H.O,NA,NA
Ukiapalli B.O,764058,B.O,Delivery,Koraput,Berhampur,Odisha,Kotpad,Koraput,ODISHA,NA,Kotpad S.O,Jeypore(K) H.O,NA,NA
Ukkamba S.O,765024,S.O,Delivery,Koraput,Berhampur,Odisha,Gunupur,Rayagada,ODISHA,06857-264521,NA,Rayagada(K) H.O,NA,NA
Umerkote Bazar S.O,764073,S.O,Non-Delivery,Koraput,Berhampur,Odisha,Umarkote,Nabarangapur,ODISHA,06866-270223,NA,Jeypore(K) H.O,NA,NA
Umerkote S.O,764073,S.O,Delivery,Koraput,Berhampur,Odisha,Umerkote,Nabarangapur,ODISHA,06866-270222,NA,Jeypore(K) H.O,NA,NA
Umuri B.O,764002,B.O,Delivery,Koraput,Berhampur,Odisha,Jeypore(k),Koraput,ODISHA,NA,Jeypore(K) R.S. S.O,Jeypore(K) H.O,NA,NA
Umuri B.O,764021,B.O,Delivery,Koraput,Berhampur,Odisha,Koraput,Koraput,ODISHA,NA,Omp Line S.O,Koraput H.O,NA,NA
Upperdural B.O,764042,B.O,Delivery,Koraput,Berhampur,Odisha,Machh kund,Koraput,ODISHA,NA,Onukadeli S.O,Jeypore(K) H.O,NA,NA
Upperkutinga B.O,765013,B.O,Delivery,Koraput,Berhampur,Odisha,Narayanpatna,Koraput,ODISHA,NA,Laxmipur (Koraput) S.O,Koraput H.O,NA,NA
Ushigaon B.O,764071,B.O,Delivery,Koraput,Berhampur,Odisha,Paparahandi,Nabarangapur,ODISHA,NA,Papadahandi S.O,Jeypore(K) H.O,NA,NA
Venkatpallam B.O,764047,B.O,Delivery,Koraput,Berhampur,Odisha,Kalimela,Malkangiri,ODISHA,NA,Kalimela S.O,Jeypore(K) H.O,NA,NA
Wandergada B.O,764038,B.O,Delivery,Koraput,Berhampur,Odisha,Padua,Koraput,ODISHA,NA,Padwa S.O (Koraput),Koraput H.O,NA,NA
Adasikupa B.O,762112,B.O,Delivery,Phulbani,Berhampur,Odisha,Paburia,Kandhamal,ODISHA,NA,Paburia S.O,Phulbani H.O,NA,NA
Adasipada B.O,762029,B.O,Delivery,Phulbani,Berhampur,Odisha,Gumagarh,Kandhamal,ODISHA,NA,Gumagarh S.O,Phulbani H.O,NA,NA
Adenigarh B.O,762023,B.O,Delivery,Phulbani,Berhampur,Odisha,Jhadrajing,Boudh,ODISHA,NA,Jhadrajing S.O,Phulbani H.O,NA,NA
Ainlapalli B.O,762015,B.O,Delivery,Phulbani,Berhampur,Odisha,Boudh,Boudh,ODISHA,NA,Bounsoni S.O,Phulbani H.O,NA,NA
Allanjuri B.O,762021,B.O,Delivery,Phulbani,Berhampur,Odisha,Bamunigaon,Kandhamal,ODISHA,NA,Bamunigaon S.O (Kandhamal),Phulbani H.O,NA,NA
Ambagaon B.O,762018,B.O,Delivery,Phulbani,Berhampur,Odisha,Ghantapada,Kandhamal,ODISHA,NA,Ghantapada S.O,Phulbani H.O,NA,NA
Ambajhari B.O,762015,B.O,Delivery,Phulbani,Berhampur,Odisha,Boudh,Boudh,ODISHA,NA,Bounsoni S.O,Phulbani H.O,NA,NA
Arabaka B.O,762010,B.O,Delivery,Phulbani,Berhampur,Odisha,Tikabali,Kandhamal,ODISHA,NA,Tikabali S.O,Phulbani H.O,NA,NA
Arakhapadar B.O,762020,B.O,Delivery,Phulbani,Berhampur,Odisha,Harabhanga,Boudh,ODISHA,NA,Harabhanga S.O,Phulbani H.O,NA,NA
Arapaju B.O,762012,B.O,Delivery,Phulbani,Berhampur,Odisha,Khajuripada,Kandhamal,ODISHA,NA,Khajuripada S.O,Phulbani H.O,NA,NA
Badabandha B.O,762013,B.O,Delivery,Phulbani,Berhampur,Odisha,Purunakatak,Boudh,ODISHA,NA,Purunakatak S.O,Phulbani H.O,NA,NA
Badabanga B.O,762104,B.O,Delivery,Phulbani,Berhampur,Odisha,Daringbadi,Kandhamal,ODISHA,NA,Daringbadiso S.O,Phulbani H.O,NA,NA
Badabhuin B.O,762029,B.O,Delivery,Phulbani,Berhampur,Odisha,Ghantapada,Kandhamal,ODISHA,NA,Gumagarh S.O,Phulbani H.O,NA,NA
