officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude
Bagribarihat B.O,735122,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Haldibari,Cooch Behar,WEST BENGAL,NA,Haldibari S.O,Jalpaiguri H.O,NA,NA
Bahadur B.O,735121,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Jalpaiguri,Jalpaiguri,WEST BENGAL,NA,Danguajhar S.O,Jalpaiguri H.O,NA,NA
Bairagirhat B.O,735303,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Mekliganj,Cooch Behar,WEST BENGAL,NA,Jamaldah S.O,Jalpaiguri H.O,NA,NA
Bairatiguri B.O,735210,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Dhupguri,Jalpaiguri,WEST BENGAL,NA,Dhupguri S.O,Jalpaiguri H.O,NA,NA
Bakali B.O,735305,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Maynaguri,Jalpaiguri,WEST BENGAL,NA,Bhotepatty S.O,Jalpaiguri H.O,NA,NA
Balaram B.O,735135,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Rajganj,Jalpaiguri,WEST BENGAL,NA,Kamarvita S.O,Jalpaiguri H.O,NA,NA
Balasunder B.O,735211,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Mathabhanga,Jalpaiguri,WEST BENGAL,NA,Falakata S.O,Jalpaiguri H.O,NA,NA
Bamni B.O,735233,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Dhupguri,Jalpaiguri,WEST BENGAL,NA,Nathuahat S.O,Jalpaiguri H.O,NA,NA
Bamunia West B.O,735303,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Mekliganj,Cooch Behar,WEST BENGAL,NA,Jamaldah S.O,Jalpaiguri H.O,NA,NA
Banarhat S.O,735202,S.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Dhupguri,Jalpaiguri,WEST BENGAL,03563-252064,NA,Mal H.O,NA,NA
Banesh Jn B.O,735224,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Maynaguri,Jalpaiguri,WEST BENGAL,NA,Maynaguri S.O,Jalpaiguri H.O,NA,NA
Bara Haldibari B.O,735122,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Haldibari,Cooch Behar,WEST BENGAL,NA,Haldibari S.O,Jalpaiguri H.O,NA,NA
Baradighi S.O,735230,S.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Matteli,Jalpaiguri,WEST BENGAL,03562-240215,NA,Mal H.O,NA,NA
Barakamat B.O,735305,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Maynaguri,Jalpaiguri,WEST BENGAL,NA,Bhotepatty S.O,Jalpaiguri H.O,NA,NA
Barapatia Natunbas B.O,735121,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Jalpaiguri,Jalpaiguri,WEST BENGAL,NA,Danguajhar S.O,Jalpaiguri H.O,NA,NA
Barogharia B.O,735210,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Dhupguri,Jalpaiguri,WEST BENGAL,NA,Dhupguri S.O,Jalpaiguri H.O,NA,NA
Barogopalpur B.O,735303,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Mekliganj,Cooch Behar,WEST BENGAL,NA,Jamaldah S.O,Jalpaiguri H.O,NA,NA
Baroshoulmari B.O,735211,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Falakata,Jalpaiguri,WEST BENGAL,NA,Falakata S.O,Jalpaiguri H.O,NA,NA
Batabari B.O,735206,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Matteli,Jalpaiguri,WEST BENGAL,NA,Chalsa S.O,Mal H.O,NA,NA
Bataigole Bazaar B.O,735221,B.O,Non-Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Mal,Jalpaiguri,WEST BENGAL,NA,Panwar Basty S.O,Mal H.O,NA,NA
Belocoba B.O,735133,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Jalpaiguri,Jalpaiguri,WEST BENGAL,NA,Prasannanagar S.O,Jalpaiguri H.O,NA,NA
Beltoli Bhandani B.O,735211,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Falakata,Jalpaiguri,WEST BENGAL,NA,Falakata S.O,Jalpaiguri H.O,NA,NA
Benkandi B.O,735224,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Maynaguri,Jalpaiguri,WEST BENGAL,NA,Maynaguri S.O,Jalpaiguri H.O,NA,NA
Berubari B.O,735132,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Jalpaiguri,Jalpaiguri,WEST BENGAL,NA,Pandapara Kalibari S.O,Jalpaiguri H.O,NA,NA
Bhabani Nagar B.O,735122,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Haldibari,Cooch Behar,WEST BENGAL,NA,Haldibari S.O,Jalpaiguri H.O,NA,NA
Bhaktipara B.O,735133,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Jalpaiguri,Jalpaiguri,WEST BENGAL,NA,Prasannanagar S.O,Jalpaiguri H.O,NA,NA
Bhandani B.O,735210,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Dhupguri,Jalpaiguri,WEST BENGAL,NA,Dhupguri S.O,Jalpaiguri H.O,NA,NA
Bhangamali B.O,735224,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Maynaguri,Jalpaiguri,WEST BENGAL,NA,Maynaguri S.O,Jalpaiguri H.O,NA,NA
Bhangerhat B.O,735224,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Maynaguri,Jalpaiguri,WEST BENGAL,NA,Maynaguri S.O,Jalpaiguri H.O,NA,NA
Bhogramguri B.O,735303,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Mathabhanga,Cooch Behar,WEST BENGAL,NA,Jamaldah S.O,Jalpaiguri H.O,NA,NA
Bhotebari B.O,735301,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Mekhliganj,Cooch Behar,WEST BENGAL,NA,Changrabandha S.O,Jalpaiguri H.O,NA,NA
Bhotepatty S.O,735305,S.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Maynaguri,Jalpaiguri,WEST BENGAL,03561-272021,NA,Jalpaiguri H.O,NA,NA
Bhuskadanga B.O,735305,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Maynaguri,Jalpaiguri,WEST BENGAL,NA,Bhotepatty S.O,Jalpaiguri H.O,NA,NA
Bhutkidangapara B.O,735135,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Rajganj,Jalpaiguri,WEST BENGAL,NA,Kamarvita S.O,Jalpaiguri H.O,NA,NA
Bhutnirghat B.O,735211,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Falakata,Jalpaiguri,WEST BENGAL,NA,Falakata S.O,Jalpaiguri H.O,NA,NA
Binnaguri Cantt S.O,735232,S.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Dhupguri,Jalpaiguri,WEST BENGAL,03563-259145,NA,Mal H.O,NA,NA
Binnaguri S.O,735203,S.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Mal,Jalpaiguri,WEST BENGAL,03563-259140,NA,Mal H.O,NA,NA
Birpara Bazar S.O,735204,S.O,Non-Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Falakata,Jalpaiguri,WEST BENGAL,03563-268596,NA,Jalpaiguri H.O,NA,NA
Birpara S.O,735204,S.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Falakata,Jalpaiguri,WEST BENGAL,03563-266048,NA,Jalpaiguri H.O,NA,NA
Boalmari B.O,735122,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Jalpaiguri,Cooch Behar,WEST BENGAL,NA,Haldibari S.O,Jalpaiguri H.O,NA,NA
Boulbari B.O,735302,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Maynaguri,Jalpaiguri,WEST BENGAL,NA,Domohani S.O,Jalpaiguri H.O,NA,NA
Bowbazar S.O (Jalpaiguri),735101,S.O,Non-Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Jalpaiguri,Jalpaiguri,WEST BENGAL,03561-221635,NA,Jalpaiguri H.O,NA,NA
Boxiganj B.O,735122,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Haldibari,Cooch Behar,WEST BENGAL,NA,Haldibari S.O,Jalpaiguri H.O,NA,NA
Brahamattar Kuchilibari B.O,735304,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Mekliganj,Cooch Behar,WEST BENGAL,NA,Mekhliganj S.O,Jalpaiguri H.O,NA,NA
Brajapur B.O,735132,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Jalpaiguri,Jalpaiguri,WEST BENGAL,NA,Pandapara Kalibari S.O,Jalpaiguri H.O,NA,NA
Bundapani B.O,735204,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Madarihat,Jalpaiguri,WEST BENGAL,NA,Birpara S.O,Jalpaiguri H.O,NA,NA
Buraburi B.O,735303,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Mekliganj,Cooch Behar,WEST BENGAL,NA,Jamaldah S.O,Jalpaiguri H.O,NA,NA
Carron S.O,735205,S.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Mal,Jalpaiguri,WEST BENGAL,03565-276040,NA,Mal H.O,NA,NA
Chakmoulani B.O,735219,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Mal,Jalpaiguri,WEST BENGAL,NA,Lataguri S.O,Mal H.O,NA,NA
Chalsa S.O,735206,S.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Matteli,Jalpaiguri,WEST BENGAL,03562-260021,NA,Mal H.O,NA,NA
Champaguri B.O,735225,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Nagrakata,Jalpaiguri,WEST BENGAL,NA,Nagrakata S.O,Mal H.O,NA,NA
Chamurchi S.O,735207,S.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Madarihat,Jalpaiguri,WEST BENGAL,03563-258058,NA,Mal H.O,NA,NA
Chanda Company B.O,734501,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Mal,Jalpaiguri,WEST BENGAL,NA,Bagrakote S.O,Mal H.O,NA,NA
Changrabandha S.O,735301,S.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Mekliganj,Cooch Behar,WEST BENGAL,03584-244331,NA,Jalpaiguri H.O,NA,NA
Chapadanga B.O,735218,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Mal,Jalpaiguri,WEST BENGAL,NA,Krantihat S.O,Mal H.O,NA,NA
Chaulhati B.O,735102,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Jalpaiguri,Jalpaiguri,WEST BENGAL,NA,Jpg.Govt Engg College S.O,Jalpaiguri H.O,NA,NA
Chengmari B.O,735218,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Nagrakata,Jalpaiguri,WEST BENGAL,NA,Krantihat S.O,Mal H.O,NA,NA
Choto Salkumar B.O,735220,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Madarihat,Jalpaiguri,WEST BENGAL,NA,Madarihat S.O,Mal H.O,NA,NA
Chuakhola B.O,735211,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Falakata,Jalpaiguri,WEST BENGAL,NA,Falakata S.O,Jalpaiguri H.O,NA,NA
Churabhander B.O,735224,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Maynaguri,Jalpaiguri,WEST BENGAL,NA,Maynaguri S.O,Jalpaiguri H.O,NA,NA
Dakhin Dhulagaon B.O,735216,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Falakata,Jalpaiguri,WEST BENGAL,NA,Jateswar S.O,Jalpaiguri H.O,NA,NA
Dakhin Khattimari B.O,735210,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Dhupguri,Jalpaiguri,WEST BENGAL,NA,Dhupguri S.O,Jalpaiguri H.O,NA,NA
Dakhin Khyerbari B.O,735210,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Madarihat,Jalpaiguri,WEST BENGAL,NA,Dhupguri S.O,Jalpaiguri H.O,NA,NA
Dakhin Moamari B.O,735224,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Maynaguri,Jalpaiguri,WEST BENGAL,NA,Maynaguri S.O,Jalpaiguri H.O,NA,NA
Dakhin Parengarpar B.O,735211,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Falakata,Jalpaiguri,WEST BENGAL,NA,Falakata S.O,Jalpaiguri H.O,NA,NA
Dalimpur B.O,735211,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Falakata,Jalpaiguri,WEST BENGAL,NA,Falakata S.O,Jalpaiguri H.O,NA,NA
Damdim S.O,735209,S.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Mal,Jalpaiguri,WEST BENGAL,03562-221335,NA,Mal H.O,NA,NA
Dangapara Ashram B.O,735305,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Maynaguri,Jalpaiguri,WEST BENGAL,NA,Bhotepatty S.O,Jalpaiguri H.O,NA,NA
Dangapara B.O,735133,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Jalpaiguri,Jalpaiguri,WEST BENGAL,NA,Prasannanagar S.O,Jalpaiguri H.O,NA,NA
Danguajhar S.O,735121,S.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Jalpaiguri,Jalpaiguri,WEST BENGAL,03561-256469,NA,Jalpaiguri H.O,NA,NA
Daripattani B.O,735122,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Haldibari,Cooch Behar,WEST BENGAL,NA,Haldibari S.O,Jalpaiguri H.O,NA,NA
Daukimari B.O,735210,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Dhupguri,Jalpaiguri,WEST BENGAL,NA,Dhupguri S.O,Jalpaiguri H.O,NA,NA
Debithakurbari B.O,735133,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Jalpaiguri,Jalpaiguri,WEST BENGAL,NA,Prasannanagar S.O,Jalpaiguri H.O,NA,NA
Debnagar B.O,735102,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Jalpaiguri,Jalpaiguri,WEST BENGAL,NA,Jpg.Govt Engg College S.O,Jalpaiguri H.O,NA,NA
Debottar Boxiganj B.O,735122,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Haldibari,Cooch Behar,WEST BENGAL,NA,Haldibari S.O,Jalpaiguri H.O,NA,NA
Debpara B.O,735202,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Dhupguri,Jalpaiguri,WEST BENGAL,NA,Banarhat S.O,Mal H.O,NA,NA
Deogaon B.O,735213,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Falakata,Jalpaiguri,WEST BENGAL,NA,Gopal Bagan S.O,Mal H.O,NA,NA
Dewanganj B.O,735122,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Haldibari,Cooch Behar,WEST BENGAL,NA,Haldibari S.O,Jalpaiguri H.O,NA,NA
Dhapganj B.O,735132,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Jalpaiguri,Jalpaiguri,WEST BENGAL,NA,Pandapara Kalibari S.O,Jalpaiguri H.O,NA,NA
Dharampur B.O,735305,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Maynaguri,Jalpaiguri,WEST BENGAL,NA,Bhotepatty S.O,Jalpaiguri H.O,NA,NA
Dhawlaguri B.O,735224,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Maynaguri,Jalpaiguri,WEST BENGAL,NA,Maynaguri S.O,Jalpaiguri H.O,NA,NA
Dhulia Baldihati B.O,735303,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Mekliganj,Cooch Behar,WEST BENGAL,NA,Jamaldah S.O,Jalpaiguri H.O,NA,NA
Dhulia Khalisa B.O,735303,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Mekhliganj,Cooch Behar,WEST BENGAL,NA,Jamaldah S.O,Jalpaiguri H.O,NA,NA
Dhulia Uchalpukuri B.O,735303,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Mekhliganj,Cooch Behar,WEST BENGAL,NA,Jamaldah S.O,Jalpaiguri H.O,NA,NA
Dhupguri S.O,735210,S.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Dhupguri Sadar,Jalpaiguri,WEST BENGAL,03563-250021,NA,Jalpaiguri H.O,NA,NA
Dimdima B.O,735204,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Madarihat,Jalpaiguri,WEST BENGAL,NA,Birpara S.O,Jalpaiguri H.O,NA,NA
Dinbazar S.O,735101,S.O,Non-Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Jalpaiguri,Jalpaiguri,WEST BENGAL,03561-230602,NA,Jalpaiguri H.O,NA,NA
Domohani S.O,735302,S.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Maynaguri,Jalpaiguri,WEST BENGAL,03561-233999,NA,Jalpaiguri H.O,NA,NA
Doradabri B.O,735301,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Mekliganj,Cooch Behar,WEST BENGAL,NA,Changrabandha S.O,Jalpaiguri H.O,NA,NA
Dumchipara B.O,735228,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Madarihat,Jalpaiguri,WEST BENGAL,NA,Ramjhora S.O,Mal H.O,NA,NA
Ethelbari Crossing B.O,735204,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Falakata,Jalpaiguri,WEST BENGAL,NA,Birpara S.O,Jalpaiguri H.O,NA,NA
Fagu S.O (Darjiling),735231,S.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Mal,Darjiling,WEST BENGAL,03562-221562,NA,Mal H.O,NA,NA
Falakata S.O,735211,S.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Falakata,Jalpaiguri,WEST BENGAL,03563-260229,NA,Jalpaiguri H.O,NA,NA
Fatapukur B.O,735134,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Rajganj,Jalpaiguri,WEST BENGAL,NA,Rajganj S.O,Jalpaiguri H.O,NA,NA
Fatehmamud B.O,735122,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Haldibari,Cooch Behar,WEST BENGAL,NA,Haldibari S.O,Jalpaiguri H.O,NA,NA
Fulbari B.O,735210,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Dhupguri,Jalpaiguri,WEST BENGAL,NA,Dhupguri S.O,Jalpaiguri H.O,NA,NA
Fulkadabri B.O,735304,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Mekhliganj,Cooch Behar,WEST BENGAL,NA,Mekhliganj S.O,Jalpaiguri H.O,NA,NA
Futkipara B.O,735135,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Rajganj,Jalpaiguri,WEST BENGAL,NA,Kamarvita S.O,Jalpaiguri H.O,NA,NA
Gadra B.O,735134,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Rajganj,Jalpaiguri,WEST BENGAL,NA,Rajganj S.O,Jalpaiguri H.O,NA,NA
Gairibas B.O,734503,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Gorubathan,Darjiling,WEST BENGAL,NA,Jaldhaka Hydel Project S.O,Mal H.O,NA,NA
Gairkata S.O,735212,S.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Dhupguri,Jalpaiguri,WEST BENGAL,03563-233248,NA,Jalpaiguri H.O,NA,NA
Gajaldoba S.O,735234,S.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Mal,Jalpaiguri,WEST BENGAL,03562-255475,NA,Mal H.O,NA,NA
Garalbari B.O,735132,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Jalpaiguri,Jalpaiguri,WEST BENGAL,NA,Pandapara Kalibari S.O,Jalpaiguri H.O,NA,NA
Garganda B.O,735228,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Madarihat,Jalpaiguri,WEST BENGAL,NA,Ramjhora S.O,Mal H.O,NA,NA
Garialtari B.O,735233,B.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Dhupguri,Jalpaiguri,WEST BENGAL,NA,Nathuahat S.O,Jalpaiguri H.O,NA,NA
