officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude
Rajpura B.O,303305,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Banskho S.O,Dausa H.O,NA,NA
Rajpurawas Tala B.O,303002,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Achrol S.O,Shahpura H.O,NA,NA
Rajwas B.O,303004,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Lawain S.O,Dausa H.O,NA,NA
Ralawata B.O,303501,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Bhandarej S.O,Dausa H.O,NA,NA
Ralawata B.O,303313,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Bandikui S.O,Dausa H.O,NA,NA
Rambura Dabari B.O,303704,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Jaitpura I A S.O,Shahpura H.O,NA,NA
Ramgarh B.O,321608,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Mahwa S.O,Dausa H.O,NA,NA
Ramgarh Pachwara S.O,303510,S.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,0141-2301996,NA,Dausa H.O,NA,NA
Ramjipura B.O,303603,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Renwal S.O,Sambhar Lake H.O,NA,NA
Ramnagar B.O,303908,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Kotkhawada S.O,Sambhar Lake H.O,NA,NA
Rampura B.O,303103,B.O directly a/w Head Office,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,NA,Shahpura H.O,NA,NA
Rampura B.O,303106,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Paota(Jaipur) S.O,Shahpura H.O,NA,NA
Rampura Unti B.O,303007,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Bagru S.O,Sambhar Lake H.O,NA,NA
Ramsinghpura B.O,303108,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Kotputli S.O,Shahpura H.O,NA,NA
Ranoli B.O,303501,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Bhandarej S.O,Dausa H.O,NA,NA
Raopura B.O,303804,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Etwa Bhopji S.O,Shahpura H.O,NA,NA
Rasidpur S.O,321613,S.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,0141-2301996,NA,Dausa H.O,NA,NA
Rasili B.O,303008,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Dudu S.O,Sambhar Lake H.O,NA,NA
Reendali B.O,321609,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Mahwa Road S.O,Dausa H.O,NA,NA
Rehlana B.O,303008,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Dudu S.O,Sambhar Lake H.O,NA,NA
Renwal S.O,303603,S.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,01424-220049,NA,Sambhar Lake H.O,NA,NA
Reta B.O,303304,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Dubbi S.O,Dausa H.O,NA,NA
Rojdi B.O,303338,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Phulera S.O,Sambhar Lake H.O,NA,NA
Rontehdiya B.O,321608,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Mahwa S.O,Dausa H.O,NA,NA
Roopa Hedi Kalan B.O,303908,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Kotkhawada S.O,Sambhar Lake H.O,NA,NA
Roopahedi Khurd B.O,303908,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Kotkhawada S.O,Sambhar Lake H.O,NA,NA
Rundal B.O,303805,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Morija S.O,Shahpura H.O,NA,NA
Sainthal S.O,303507,S.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,0141-2301996,NA,Dausa H.O,NA,NA
Saiwad B.O,303103,B.O directly a/w Head Office,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,NA,Shahpura H.O,NA,NA
Sakhoon B.O,303008,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Dudu S.O,Sambhar Lake H.O,NA,NA
Salampura B.O,321608,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Mahwa S.O,Dausa H.O,NA,NA
Salempura B.O,303511,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Didwana S.O,Dausa H.O,NA,NA
Salempura Chowki B.O,322240,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Kherla S.O,Dausa H.O,NA,NA
Sali B.O,303008,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Dudu S.O,Sambhar Lake H.O,NA,NA
Salt Colony B.O,303604,B.O directly a/w Head Office,Non-Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,NA,Sambhar Lake H.O,NA,NA
Sambhar Lake H.O,303604,H.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,01425-224216,NA,NA,NA,NA
Sambharia B.O,303903,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Shivdaspura S.O,Sambhar Lake H.O,NA,NA
Samleti B.O,321608,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Mahwa S.O,Dausa H.O,NA,NA
Samod S.O,303806,S.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,0141-2301996,NA,Shahpura H.O,NA,NA
Samred Kalan B.O,303109,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Jamwaramgarh S.O,Shahpura H.O,NA,NA
Sandarsar B.O,303801,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Kaladera S.O,Shahpura H.O,NA,NA
Sangteda B.O,303108,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Kotputli S.O,Shahpura H.O,NA,NA
Sankotra B.O,303001,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Andhi S.O,Shahpura H.O,NA,NA
Santha B.O,321612,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Paota (Dausa) S.O,Dausa H.O,NA,NA
Sanwali B.O,303009,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Mozmabad S.O,Sambhar Lake H.O,NA,NA
Sanwalia B.O,303901,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Chaksu S.O,Sambhar Lake H.O,NA,NA
Sanwarda B.O,303348,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Naraina S.O,Sambhar Lake H.O,NA,NA
Sanwasa B.O,303503,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Lalsot S.O,Dausa H.O,NA,NA
Sarund B.O,303105,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Nareda S.O,Shahpura H.O,NA,NA
Sawai Madhosinghpura B.O,303901,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Chaksu S.O,Sambhar Lake H.O,NA,NA
Sewa B.O,303008,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Dudu S.O,Sambhar Lake H.O,NA,NA
Sewapura B.O,303805,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Morija S.O,Shahpura H.O,NA,NA
Shaakar Khawda B.O,303901,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Chaksu S.O,Sambhar Lake H.O,NA,NA
Shabdawali B.O,303327,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Baswa S.O (Dausa),Dausa H.O,NA,NA
Shahpura H.O,303103,H.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,01422-222050,NA,NA,NA,NA
Shalawas Kalan B.O,303313,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Bandikui S.O,Dausa H.O,NA,NA
Shardulpura B.O,303338,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Phulera S.O,Sambhar Lake H.O,NA,NA
Shekhpura B.O,303501,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Bhandarej S.O,Dausa H.O,NA,NA
Shivdaspura S.O,303903,S.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,0141-2301996,NA,Sambhar Lake H.O,NA,NA
Shivsinghpura B.O,303503,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Lalsot S.O,Dausa H.O,NA,NA
Shivsinghpura B.O,303806,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Samod S.O,Shahpura H.O,NA,NA
Shyalawas Kalan B.O,303506,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Paparda S.O,Dausa H.O,NA,NA
Shyalawas Khurd B.O,303313,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Bandikui S.O,Dausa H.O,NA,NA
Shyampura Kalan B.O,303510,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Ramgarh Pachwara S.O,Dausa H.O,NA,NA
Sikandra S.O (Dausa),303326,S.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,0141-2301996,NA,Dausa H.O,NA,NA
Sikrai S.O,303508,S.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,0141-2301996,NA,Dausa H.O,NA,NA
Silki Doongari B.O,303901,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Chaksu S.O,Sambhar Lake H.O,NA,NA
Sindoli B.O,303325,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Kundal S.O (Dausa),Dausa H.O,NA,NA
Singot Kalan B.O,303803,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Khejroli S.O,Shahpura H.O,NA,NA
Singot Khurd B.O,303803,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Khejroli S.O,Shahpura H.O,NA,NA
Sinodia B.O,303008,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Dudu S.O,Sambhar Lake H.O,NA,NA
Sinodiya B.O,303328,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Jobner S.O,Sambhar Lake H.O,NA,NA
Sirohi B.O,303104,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Manoharpur S.O (Jaipur),Shahpura H.O,NA,NA
Sirohi Kalan B.O,303008,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Dudu S.O,Sambhar Lake H.O,NA,NA
Sirsali B.O,303702,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Chomu S.O,Shahpura H.O,NA,NA
Sothana B.O,303102,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Virat Nagar S.O,Shahpura H.O,NA,NA
Srimaa B.O,303503,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Lalsot S.O,Dausa H.O,NA,NA
Srirampura B.O,303348,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Naraina S.O,Sambhar Lake H.O,NA,NA
Suderpura Dhadha B.O,303107,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Pragpura S.O,Shahpura H.O,NA,NA
Sudharanpada B.O,303315,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Bewai S.O,Dausa H.O,NA,NA
Sujatnagar B.O,303107,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Pragpura S.O,Shahpura H.O,NA,NA
Suklawas B.O,303105,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Nareda S.O,Shahpura H.O,NA,NA
Sumel B.O,303503,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Lalsot S.O,Dausa H.O,NA,NA
Sunderpura B.O,303108,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Kotputli S.O,Shahpura H.O,NA,NA
Surajpura B.O,303303,B.O directly a/w Head Office,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,NA,Dausa H.O,NA,NA
Surana B.O,303120,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Gathwadi S.O,Shahpura H.O,NA,NA
Suratpura B.O,303504,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Mandawari S.O,Dausa H.O,NA,NA
Surmalikpur B.O,303603,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Renwal S.O,Sambhar Lake H.O,NA,NA
Tala B.O,303120,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Gathwadi S.O,Shahpura H.O,NA,NA
Talab Gaon B.O,303503,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Lalsot S.O,Dausa H.O,NA,NA
Talba Bihajar B.O,303003,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Med S.O,Shahpura H.O,NA,NA
Talchidi B.O,322240,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Kherla S.O,Dausa H.O,NA,NA
Tamariya B.O,303901,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Chaksu S.O,Sambhar Lake H.O,NA,NA
Tankarda B.O,303702,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Chomu S.O,Shahpura H.O,NA,NA
Taskola B.O,303106,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Paota(Jaipur) S.O,Shahpura H.O,NA,NA
Teetaria B.O,303903,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Shivdaspura S.O,Sambhar Lake H.O,NA,NA
Teja Ka Bas B.O,303338,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Phulera S.O,Sambhar Lake H.O,NA,NA
Teori B.O,303003,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Med S.O,Shahpura H.O,NA,NA
Thali B.O,303901,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Chaksu S.O,Sambhar Lake H.O,NA,NA
Thali B.O,303001,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Andhi S.O,Shahpura H.O,NA,NA
Theekariya Gujran B.O,303908,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Kotkhawada S.O,Sambhar Lake H.O,NA,NA
Theekariya Meena B.O,303908,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Kotkhawada S.O,Sambhar Lake H.O,NA,NA
Thikariya B.O,303106,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Paota(Jaipur) S.O,Shahpura H.O,NA,NA
Thikriya B.O,303509,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Manpur S.O (Dausa),Dausa H.O,NA,NA
Tholai B.O,303001,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Andhi S.O,Shahpura H.O,NA,NA
Thoomli Ka Bas B.O,303901,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Chaksu S.O,Sambhar Lake H.O,NA,NA
Thumdi B.O,303506,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Paparda S.O,Dausa H.O,NA,NA
Thuni Dhirajpura B.O,303503,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Lalsot S.O,Dausa H.O,NA,NA
Tigaria B.O,303804,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Etwa Bhopji S.O,Shahpura H.O,NA,NA
Titarwada Kalan B.O,303325,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Kundal S.O (Dausa),Dausa H.O,NA,NA
Toda Bhata B.O,303301,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Bassi S.O (Jaipur),Dausa H.O,NA,NA
Toda Thekla B.O,303504,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Mandawari S.O,Dausa H.O,NA,NA
Toonga S.O,303302,S.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Jaipur,RAJASTHAN,0141-264101,NA,Dausa H.O,NA,NA
Toontoli B.O,303903,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Shivdaspura S.O,Sambhar Lake H.O,NA,NA
Torda B.O,303501,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Bhandarej S.O,Dausa H.O,NA,NA
Torda Kalan B.O,303106,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Paota(Jaipur) S.O,Shahpura H.O,NA,NA
Tripolia Chomu S.O,303702,S.O,Non-Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,0141-2301996,NA,Shahpura H.O,NA,NA
Tudiyana B.O,321608,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Mahwa S.O,Dausa H.O,NA,NA
Turkyawas B.O,303602,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Badhal S.O,Sambhar Lake H.O,NA,NA
Tyod B.O,303604,B.O directly a/w Head Office,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,NA,Sambhar Lake H.O,NA,NA
Udaipuria B.O,303509,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Jaipur,RAJASTHAN,NA,Manpur S.O (Dausa),Dausa H.O,NA,NA
Udaipuria S.O,303807,S.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,0141-2301996,NA,Shahpura H.O,NA,NA
Udawala B.O,303507,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Sainthal S.O,Dausa H.O,NA,NA
Ugariwas B.O,303338,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Phulera S.O,Sambhar Lake H.O,NA,NA
Unbadagaon B.O,303313,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Bandikui S.O,Dausa H.O,NA,NA
Unkroond B.O,321613,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Rasidpur S.O,Dausa H.O,NA,NA
Vedaant Gyan Valley S.O,303122,S.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,0141-2301996,NA,Sambhar Lake H.O,NA,NA
Veelpur B.O,303104,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Manoharpur S.O (Jaipur),Shahpura H.O,NA,NA
Vidhani B.O,303905,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,NA,Watika S.O,Sambhar Lake H.O,NA,NA
Virat Nagar S.O,303102,S.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,01422-234001,NA,Shahpura H.O,NA,NA
Vishala B.O,321608,B.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Dausa,Dausa,RAJASTHAN,NA,Mahwa S.O,Dausa H.O,NA,NA
Watika S.O,303905,S.O,Delivery,Jaipur Moffusil,Jaipur HQ,Rajasthan,Jaipur,Jaipur,RAJASTHAN,0141-2301996,NA,Sambhar Lake H.O,NA,NA
