officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude
Khuntapada Charigarh B.O,758019,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Telkoi,Kendujhar,ODISHA,NA,Telkoi S.O,Keonjhargarh H.O,NA,NA
Khuntapingu B.O,758045,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Patna,Kendujhar,ODISHA,NA,Udayapur S.O,Keonjhargarh H.O,NA,NA
Kiriburu Hill Top S.O,758040,S.O,Delivery,Keonjhar,Sambalpur,Odisha,Barbil,Kendujhar,ODISHA,06767-268230,NA,Keonjhargarh H.O,NA,NA
Kodagadia B.O,758041,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Champua,Kendujhar,ODISHA,NA,Champua S.O,Keonjhargarh H.O,NA,NA
Kodapada B.O,758021,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Anandapur S.O (Kendujhar),Keonjhargarh H.O,NA,NA
Kolahundula B.O,758038,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Barbil,Kendujhar,ODISHA,NA,Baneikela S.O,Keonjhargarh H.O,NA,NA
Kolhabarapada B.O,758036,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Barbil,Kendujhar,ODISHA,NA,Matkambeda S.O,Keonjhargarh H.O,NA,NA
Kolimati B.O,758015,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Ghasipura S.O,Keonjhargarh H.O,NA,NA
Kuanr B.O,758018,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,Suakati S.O,Keonjhargarh H.O,NA,NA
Kuchanendi B.O,758025,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Kushaleswar S.O,Keonjhargarh H.O,NA,NA
Kudipasa B.O,758014,B.O,Delivery,Keonjhar,Sambalpur,Odisha,NA,Kendujhar,ODISHA,NA,Naranpur S.O,Keonjhargarh H.O,NA,NA
Kumundi (KHA) B.O,758085,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,Banspal S.O,Keonjhargarh H.O,NA,NA
Kundapitha B.O,758027,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Ghatagaon,Kendujhar,ODISHA,NA,Ghatagaon S.O,Keonjhargarh H.O,NA,NA
Kuntla B.O,758028,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Ghatagaon,Kendujhar,ODISHA,NA,Harichandanpur S.O,Keonjhargarh H.O,NA,NA
Kushakala B.O,758085,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,Banspal S.O,Keonjhargarh H.O,NA,NA
Kushaleswar S.O,758025,S.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,06731-272029,NA,Keonjhargarh H.O,NA,NA
Kusuminta B.O,758013,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,Raisuan S.O,Keonjhargarh H.O,NA,NA
Kusunpur B.O,758027,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Ghatagaon,Kendujhar,ODISHA,NA,Ghatagaon S.O,Keonjhargarh H.O,NA,NA
Machhagarh S.O,758081,S.O,Delivery,Keonjhar,Sambalpur,Odisha,Ghatagaon,Kendujhar,ODISHA,NA,NA,Keonjhargarh H.O,NA,NA
Machhala B.O,758043,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Sainkul S.O,Keonjhargarh H.O,NA,NA
Madanpur B.O,758043,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Sainkul S.O,Keonjhargarh H.O,NA,NA
Madhapur S.O,758001,S.O,Non-Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,NA,Keonjhargarh H.O,NA,NA
Madhukeshari B.O,758043,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Sainkul S.O,Keonjhargarh H.O,NA,NA
Mahadeijoda B.O,758013,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,Raisuan S.O,Keonjhargarh H.O,NA,NA
Maidankela B.O,758014,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,Naranpur S.O,Keonjhargarh H.O,NA,NA
Malapada B.O,758045,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Patna,Kendujhar,ODISHA,NA,Udayapur S.O,Keonjhargarh H.O,NA,NA
Malda B.O,758031,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Champua,Kendujhar,ODISHA,NA,Jhumpura S.O,Keonjhargarh H.O,NA,NA
Manata B.O,758027,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Ghatagaon,Kendujhar,ODISHA,NA,Ghatagaon S.O,Keonjhargarh H.O,NA,NA
Mandua B.O,758014,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,Naranpur S.O,Keonjhargarh H.O,NA,NA
Manoharpur B.O,758021,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Anandapur S.O (Kendujhar),Keonjhargarh H.O,NA,NA
Manoharpur B.O,758029,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Ghatagaon,Kendujhar,ODISHA,NA,Dhenkikote S.O,Keonjhargarh H.O,NA,NA
Mareigaon B.O,758083,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Hatadihi,Kendujhar,ODISHA,NA,Hatadihi S.O,Keonjhargarh H.O,NA,NA
Masinajoda B.O,758080,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Ghatagaon,Kendujhar,ODISHA,NA,Bhagamunda S.O,Keonjhargarh H.O,NA,NA
Masinajodi B.O,758079,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Ghatagaon,Kendujhar,ODISHA,NA,Janghira S.O,Keonjhargarh H.O,NA,NA
Matkambeda S.O,758036,S.O,Delivery,Keonjhar,Sambalpur,Odisha,Barbil,Kendujhar,ODISHA,06767-275239,NA,Keonjhargarh H.O,NA,NA
Mirigikhoji B.O,758081,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Ghatagaon,Kendujhar,ODISHA,NA,Machhagarh S.O,Keonjhargarh H.O,NA,NA
Mishramala B.O,758079,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Ghatagaon,Kendujhar,ODISHA,NA,Janghira S.O,Keonjhargarh H.O,NA,NA
Mugupur B.O,758022,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Fakirpur S.O,Keonjhargarh H.O,NA,NA
Muktapur B.O,758029,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Ghatagaon,Kendujhar,ODISHA,NA,Dhenkikote S.O,Keonjhargarh H.O,NA,NA
Mukundapur Patna B.O,758027,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Ghatagaon,Kendujhar,ODISHA,NA,Ghatagaon S.O,Keonjhargarh H.O,NA,NA
Murusuan B.O,758017,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Patna,Kendujhar,ODISHA,NA,Rajanagar S.O,Keonjhargarh H.O,NA,NA
Mushakhari B.O,758030,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Patna,Kendujhar,ODISHA,NA,Swampatna S.O,Keonjhargarh H.O,NA,NA
Naduan B.O,758015,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Ghasipura S.O,Keonjhargarh H.O,NA,NA
Nahabeda B.O,758031,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,Jhumpura S.O,Keonjhargarh H.O,NA,NA
Nalada B.O,758035,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Baril,Kendujhar,ODISHA,NA,Barbil S.O,Keonjhargarh H.O,NA,NA
Nandabara B.O,758043,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Sainkul S.O,Keonjhargarh H.O,NA,NA
Nandapur B.O,758044,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Champua,Kendujhar,ODISHA,NA,Karanjia S.O (Kendujhar),Keonjhargarh H.O,NA,NA
Naradapur B.O,758047,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Champua,Kendujhar,ODISHA,NA,Remuli S.O,Keonjhargarh H.O,NA,NA
Naranpur S.O,758014,S.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,NA,Keonjhargarh H.O,NA,NA
Nayakote B.O,758085,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,Banspal S.O,Keonjhargarh H.O,NA,NA
Nayakrihsnapur B.O,758047,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Champua,Kendujhar,ODISHA,NA,Remuli S.O,Keonjhargarh H.O,NA,NA
Nelung B.O,758002,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,Keonjhar Bazar S.O,Keonjhargarh H.O,NA,NA
Nishitnapur B.O,758047,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Champua,Kendujhar,ODISHA,NA,Remuli S.O,Keonjhargarh H.O,NA,NA
Niundi B.O,758032,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Champua,Kendujhar,ODISHA,NA,Ukhunda S.O,Keonjhargarh H.O,NA,NA
Nuadihi B.O,758084,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Telkoi,Kendujhar,ODISHA,NA,Jagamohanpur S.O,Keonjhargarh H.O,NA,NA
Nuagaon B.O,758080,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Ghatagaon,Kendujhar,ODISHA,NA,Bhagamunda S.O,Keonjhargarh H.O,NA,NA
Nuagaon B.O,758021,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Anandapur S.O (Kendujhar),Keonjhargarh H.O,NA,NA
Nuagaon B.O,758013,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,Raisuan S.O,Keonjhargarh H.O,NA,NA
Nuagaon B.O,758076,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Telkoi,Kendujhar,ODISHA,NA,Sirigida S.O,Keonjhargarh H.O,NA,NA
Nusuriposi B.O,758027,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Ghatagaon,Kendujhar,ODISHA,NA,Ghatagaon S.O,Keonjhargarh H.O,NA,NA
Orali B.O,758083,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Hatadihi,Kendujhar,ODISHA,NA,Hatadihi S.O,Keonjhargarh H.O,NA,NA
Oriya B.O,758019,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Telkoi,Kendujhar,ODISHA,NA,Telkoi S.O,Keonjhargarh H.O,NA,NA
Padamapur B.O,758021,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Anandapur S.O (Kendujhar),Keonjhargarh H.O,NA,NA
Padang B.O,758076,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Telkoi,Kendujhar,ODISHA,NA,Sirigida S.O,Keonjhargarh H.O,NA,NA
Padhiaripally B.O,758078,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Hatadihi,Kendujhar,ODISHA,NA,Dhanurnjaypur S.O,Keonjhargarh H.O,NA,NA
Padmapur B.O,758013,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,Raisuan S.O,Keonjhargarh H.O,NA,NA
Padmapur B.O,758044,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Champua,Kendujhar,ODISHA,NA,Karanjia S.O (Kendujhar),Keonjhargarh H.O,NA,NA
Padua B.O,758032,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Champua,Kendujhar,ODISHA,NA,Ukhunda S.O,Keonjhargarh H.O,NA,NA
Palanghati B.O,758029,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Ghatagaon,Kendujhar,ODISHA,NA,Dhenkikote S.O,Keonjhargarh H.O,NA,NA
Palasa (KHA) B.O,758034,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Barbil,Kendujhar,ODISHA,NA,Joda S.O,Keonjhargarh H.O,NA,NA
Palasapanda B.O,758031,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,Jhumpura S.O,Keonjhargarh H.O,NA,NA
Panasadiha B.O,758021,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Anandapur S.O (Kendujhar),Keonjhargarh H.O,NA,NA
Panchapokharia B.O,758041,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Champua,Kendujhar,ODISHA,NA,Champua S.O,Keonjhargarh H.O,NA,NA
Panchupally B.O,758020,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Salapada S.O,Keonjhargarh H.O,NA,NA
Pandadar B.O,758018,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,Suakati S.O,Keonjhargarh H.O,NA,NA
Pandapara B.O,758014,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,Naranpur S.O,Keonjhargarh H.O,NA,NA
Pandua B.O,758043,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Andnapur,Kendujhar,ODISHA,NA,Sainkul S.O,Keonjhargarh H.O,NA,NA
Parajanpur B.O,758031,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,Jhumpura S.O,Keonjhargarh H.O,NA,NA
Parasala B.O,758047,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Champua,Kendujhar,ODISHA,NA,Remuli S.O,Keonjhargarh H.O,NA,NA
Patilo B.O,758014,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,Naranpur S.O,Keonjhargarh H.O,NA,NA
Patsura B.O,758043,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Sainkul S.O,Keonjhargarh H.O,NA,NA
Phulkanlei B.O,758046,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Patna,Kendujhar,ODISHA,NA,Turumunga S.O,Keonjhargarh H.O,NA,NA
Pipilia B.O,758029,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Ghatagaon,Kendujhar,ODISHA,NA,Dhenkikote S.O,Keonjhargarh H.O,NA,NA
Pitapiti B.O,758028,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Ghatagaon,Kendujhar,ODISHA,NA,Harichandanpur S.O,Keonjhargarh H.O,NA,NA
Pithagola B.O,758028,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Ghatagaon,Kendujhar,ODISHA,NA,Harichandanpur S.O,Keonjhargarh H.O,NA,NA
Podasingidi B.O,758023,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Hatadihi,Kendujhar,ODISHA,NA,Hadagarh S.O,Keonjhargarh H.O,NA,NA
Poipani B.O,758029,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Ghatagaon,Kendujhar,ODISHA,NA,Dhenkikote S.O,Keonjhargarh H.O,NA,NA
Pokharia B.O,758044,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Champua,Kendujhar,ODISHA,NA,Karanjia S.O (Kendujhar),Keonjhargarh H.O,NA,NA
Purujoda B.O,758076,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Telkoi,Kendujhar,ODISHA,NA,Sirigida S.O,Keonjhargarh H.O,NA,NA
Purumunda B.O,758014,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,Naranpur S.O,Keonjhargarh H.O,NA,NA
Purunabandagoda B.O,758043,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Sainkul S.O,Keonjhargarh H.O,NA,NA
Purunaghati B.O,758021,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Anandapur S.O (Kendujhar),Keonjhargarh H.O,NA,NA
Purunia B.O,758020,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Salapada S.O,Keonjhargarh H.O,NA,NA
Radhikadeipur B.O,758032,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Champua,Kendujhar,ODISHA,NA,Ukhunda S.O,Keonjhargarh H.O,NA,NA
Radhikadeipur B.O,758025,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Kushaleswar S.O,Keonjhargarh H.O,NA,NA
Raghunathpur B.O,758014,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,Naranpur S.O,Keonjhargarh H.O,NA,NA
Raidiha B.O,758016,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Ghatagaon,Kendujhar,ODISHA,NA,Saharpada S.O,Keonjhargarh H.O,NA,NA
Raighati B.O,758078,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Hatadihi,Kendujhar,ODISHA,NA,Dhanurnjaypur S.O,Keonjhargarh H.O,NA,NA
Raigoda B.O,758085,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,Banspal S.O,Keonjhargarh H.O,NA,NA
Raikala B.O,758031,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,Jhumpura S.O,Keonjhargarh H.O,NA,NA
Raisuan Patkhuli B.O,758076,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Telkoi,Kendujhar,ODISHA,NA,Sirigida S.O,Keonjhargarh H.O,NA,NA
Raisuan S.O,758013,S.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,06766-231125,NA,Keonjhargarh H.O,NA,NA
Raitola B.O,758021,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Anandapur S.O (Kendujhar),Keonjhargarh H.O,NA,NA
Rajabandha B.O,758027,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Ghatagaon,Kendujhar,ODISHA,NA,Ghatagaon S.O,Keonjhargarh H.O,NA,NA
Rajanagar S.O,758017,S.O,Delivery,Keonjhar,Sambalpur,Odisha,Patna,Kendujhar,ODISHA,NA,NA,Keonjhargarh H.O,NA,NA
Rajia B.O,758047,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Champua,Kendujhar,ODISHA,NA,Remuli S.O,Keonjhargarh H.O,NA,NA
Ramachandrapur B.O,758043,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Sainkul S.O,Keonjhargarh H.O,NA,NA
Rangamatia B.O,758044,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Champua,Kendujhar,ODISHA,NA,Karanjia S.O (Kendujhar),Keonjhargarh H.O,NA,NA
Ranki B.O,758002,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,Keonjhar Bazar S.O,Keonjhargarh H.O,NA,NA
Raruanguda B.O,758044,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Champua,Kendujhar,ODISHA,NA,Karanjia S.O (Kendujhar),Keonjhargarh H.O,NA,NA
Rasabantala B.O,758032,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Champua,Kendujhar,ODISHA,NA,Ukhunda S.O,Keonjhargarh H.O,NA,NA
Remuli S.O,758047,S.O,Delivery,Keonjhar,Sambalpur,Odisha,Champua,Kendujhar,ODISHA,NA,NA,Keonjhargarh H.O,NA,NA
Rutisila B.O,758014,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,Naranpur S.O,Keonjhargarh H.O,NA,NA
Rvenapalasapal B.O,758080,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Ghatagaon,Kendujhar,ODISHA,NA,Bhagamunda S.O,Keonjhargarh H.O,NA,NA
Sadangi B.O,758046,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Champua,Kendujhar,ODISHA,NA,Turumunga S.O,Keonjhargarh H.O,NA,NA
Sadha B.O,758023,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Hatadihi,Kendujhar,ODISHA,NA,Hadagarh S.O,Keonjhargarh H.O,NA,NA
Sagadapata B.O,758080,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Ghatagaon,Kendujhar,ODISHA,NA,Bhagamunda S.O,Keonjhargarh H.O,NA,NA
Saharpada S.O,758016,S.O,Delivery,Keonjhar,Sambalpur,Odisha,Patna,Kendujhar,ODISHA,NA,NA,Keonjhargarh H.O,NA,NA
Sailong B.O,758015,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Ghasipura S.O,Keonjhargarh H.O,NA,NA
Sainkul S.O,758043,S.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,06731-273029,NA,Keonjhargarh H.O,NA,NA
Salabani B.O,758021,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Anandapur S.O (Kendujhar),Keonjhargarh H.O,NA,NA
Salapada S.O,758020,S.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,06731-220228,NA,Keonjhargarh H.O,NA,NA
Saleikana B.O,758084,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Telkoi,Kendujhar,ODISHA,NA,Jagamohanpur S.O,Keonjhargarh H.O,NA,NA
Samana B.O,758022,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Fakirpur S.O,Keonjhargarh H.O,NA,NA
Samukanendi B.O,758025,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Kushaleswar S.O,Keonjhargarh H.O,NA,NA
Sanamasinabila B.O,758029,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Ghatagaon,Kendujhar,ODISHA,NA,Dhenkikote S.O,Keonjhargarh H.O,NA,NA
Sankho B.O,758022,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Fakirpur S.O,Keonjhargarh H.O,NA,NA
Sankir B.O,758013,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,Raisuan S.O,Keonjhargarh H.O,NA,NA
Santoshpur B.O,758015,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Anandapur,Kendujhar,ODISHA,NA,Ghasipura S.O,Keonjhargarh H.O,NA,NA
Santrapur B.O,758029,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Ghatagaon,Kendujhar,ODISHA,NA,Dhenkikote S.O,Keonjhargarh H.O,NA,NA
Sarasinga B.O,758032,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Champua,Kendujhar,ODISHA,NA,Ukhunda S.O,Keonjhargarh H.O,NA,NA
Saraskola B.O,758030,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Patna,Kendujhar,ODISHA,NA,Swampatna S.O,Keonjhargarh H.O,NA,NA
Sarei B.O,758041,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Champua,Kendujhar,ODISHA,NA,Champua S.O,Keonjhargarh H.O,NA,NA
Saruali B.O,758084,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Telkoi,Kendujhar,ODISHA,NA,Jagamohanpur S.O,Keonjhargarh H.O,NA,NA
Sasang B.O,758041,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Champua,Kendujhar,ODISHA,NA,Champua S.O,Keonjhargarh H.O,NA,NA
Sendkap B.O,758013,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Keonjhar,Kendujhar,ODISHA,NA,Raisuan S.O,Keonjhargarh H.O,NA,NA
Serenda B.O,758035,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Barbil,Kendujhar,ODISHA,NA,Barbil S.O,Keonjhargarh H.O,NA,NA
Silida B.O,758017,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Patna,Kendujhar,ODISHA,NA,Rajanagar S.O,Keonjhargarh H.O,NA,NA
Silijoda B.O,758034,B.O,Delivery,Keonjhar,Sambalpur,Odisha,Barbil,Kendujhar,ODISHA,NA,Joda S.O,Keonjhargarh H.O,NA,NA
