officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude
Chincharki B.O,584115,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Hutti S.O,Raichur H.O,NA,NA
Chinchodi B.O,584116,B.O,Delivery,Raichur,North Karnataka,Karnataka,Deodurga,Raichur,KARNATAKA,NA,Jalahalli S.O,Raichur H.O,NA,NA
Chitapur B.O,584127,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,NA,Rodalbanda S.O,Raichur H.O,NA,NA
Deodurga S.O,584111,S.O,Delivery,Raichur,North Karnataka,Karnataka,Deodurga,Raichur,KARNATAKA,08531-260620,NA,Raichur H.O,NA,NA
Deosugur B.O,584170,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Shaktinagar S.O (Raichur),Raichur H.O,NA,NA
Devarabhupur B.O,584139,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,NA,Gurgunta S.O,Raichur H.O,NA,NA
Dhadesugur S.O,584167,S.O,Delivery,Raichur,North Karnataka,Karnataka,Sindhanur,Raichur,KARNATAKA,08535-284030,NA,Raichur H.O,NA,NA
Diddgi B.O,584138,B.O,Delivery,Raichur,North Karnataka,Karnataka,Sindhanur,Raichur,KARNATAKA,NA,Balaganur S.O,Raichur H.O,NA,NA
Dinni B.O,584104,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Raichur UAS S.O,Raichur H.O,NA,NA
Dondambli B.O,584111,B.O,Delivery,Raichur,North Karnataka,Karnataka,Deodurga,Raichur,KARNATAKA,NA,Deodurga S.O,Raichur H.O,NA,NA
Dongarampur B.O,584135,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Yeramarus Camp S.O,Raichur H.O,NA,NA
Gabbur S.O,584113,S.O,Delivery,Raichur,North Karnataka,Karnataka,Deodurga,Raichur,KARNATAKA,08531-275040,NA,Raichur H.O,NA,NA
Gajjalagatta B.O,584115,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,NA,Hutti S.O,Raichur H.O,NA,NA
Galag B.O,584116,B.O,Delivery,Raichur,North Karnataka,Karnataka,Deodurga,Raichur,KARNATAKA,NA,Jalahalli S.O,Raichur H.O,NA,NA
Ganadinni B.O,584136,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Kalmala S.O,Raichur H.O,NA,NA
Gandhal B.O,584116,B.O,Delivery,Raichur,North Karnataka,Karnataka,Deodurga,Raichur,KARNATAKA,NA,Jalahalli S.O,Raichur H.O,NA,NA
Gandhal B.O,584140,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Gunjahalli S.O,Raichur H.O,NA,NA
Ganekal B.O,584136,B.O,Delivery,Raichur,North Karnataka,Karnataka,Deodurga,Raichur,KARNATAKA,NA,Kalmala S.O,Raichur H.O,NA,NA
Ganjahalli B.O,584170,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Shaktinagar S.O (Raichur),Raichur H.O,NA,NA
Garaladinni B.O,584203,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Kurdi S.O,Raichur H.O,NA,NA
Ghanmur B.O,584135,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Yeramarus Camp S.O,Raichur H.O,NA,NA
Gillesugur B.O,584140,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Gunjahalli S.O,Raichur H.O,NA,NA
Gonhal B.O,584134,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Yeramarus S.O,Raichur H.O,NA,NA
Gonwar B.O,584143,B.O,Delivery,Raichur,North Karnataka,Karnataka,Sindhanur,Raichur,KARNATAKA,NA,Jawalgera S.O,Raichur H.O,NA,NA
Gonwar B.O,584122,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,NA,Lingasugur S.O,Raichur H.O,NA,NA
Gonwatla B.O,584127,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,NA,Rodalbanda S.O,Raichur H.O,NA,NA
Gopalpura B.O,584111,B.O,Delivery,Raichur,North Karnataka,Karnataka,Deodurga,Raichur,KARNATAKA,NA,Deodurga S.O,Raichur H.O,NA,NA
Gorebal B.O,584127,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,NA,Rodalbanda S.O,Raichur H.O,NA,NA
Gorebal B.O,584128,B.O,Delivery,Raichur,North Karnataka,Karnataka,Sindhanur,Raichur,KARNATAKA,NA,Sindhanur S.O,Raichur H.O,NA,NA
Gorkal B.O,584203,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Kurdi S.O,Raichur H.O,NA,NA
Gowdhan Bhavi B.O,584138,B.O,Delivery,Raichur,North Karnataka,Karnataka,Sindhanur,Raichur,KARNATAKA,NA,Balaganur S.O,Raichur H.O,NA,NA
Gowdur B.O,584139,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,NA,Gurgunta S.O,Raichur H.O,NA,NA
Gudadinni B.O,584123,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Manvi S.O,Raichur H.O,NA,NA
Gudadur B.O,584124,B.O,Delivery,Raichur,North Karnataka,Karnataka,Sindhanur,Raichur,KARNATAKA,NA,Maski S.O,Raichur H.O,NA,NA
Gudihal B.O,584125,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,NA,Mudgal S.O,Raichur H.O,NA,NA
Gunda B.O,584132,B.O,Delivery,Raichur,North Karnataka,Karnataka,Sindhanur,Raichur,KARNATAKA,NA,Turvihal S.O,Raichur H.O,NA,NA
Gunjahalli B.O,584132,B.O,Delivery,Raichur,North Karnataka,Karnataka,Sindhanur,Raichur,KARNATAKA,NA,Turvihal S.O,Raichur H.O,NA,NA
Gunjahalli S.O,584140,S.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,08532-282040,NA,Raichur H.O,NA,NA
Gurgunta S.O,584139,S.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,08537-285030,NA,Raichur H.O,NA,NA
Halapur B.O,584120,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Kowthal S.O,Raichur H.O,NA,NA
Halkawatgi B.O,584127,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,NA,Rodalbanda S.O,Raichur H.O,NA,NA
Hampanahal B.O,584124,B.O,Delivery,Raichur,North Karnataka,Karnataka,Sindhanur,Raichur,KARNATAKA,NA,Maski S.O,Raichur H.O,NA,NA
Hanamapur B.O,584202,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Matmari S.O,Raichur H.O,NA,NA
Hanchinal Camp B.O,584128,B.O,Delivery,Raichur,North Karnataka,Karnataka,Sindhanur,Raichur,KARNATAKA,NA,Sindhanur S.O,Raichur H.O,NA,NA
Harapur B.O,584128,B.O,Delivery,Raichur,North Karnataka,Karnataka,Sindhanur,Raichur,KARNATAKA,NA,Sindhanur S.O,Raichur H.O,NA,NA
Harvi B.O,584123,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Manvi S.O,Raichur H.O,NA,NA
Hediginahal B.O,584128,B.O,Delivery,Raichur,North Karnataka,Karnataka,Sindhanur,Raichur,KARNATAKA,NA,Sindhanur S.O,Raichur H.O,NA,NA
Heera B.O,584129,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Sirwar S.O,Raichur H.O,NA,NA
Heggasanahalli B.O,584134,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Yeramarus S.O,Raichur H.O,NA,NA
Hembarhal B.O,584134,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Yeramarus S.O,Raichur H.O,NA,NA
Herundi B.O,584116,B.O,Delivery,Raichur,North Karnataka,Karnataka,Deodurga,Raichur,KARNATAKA,NA,Jalahalli S.O,Raichur H.O,NA,NA
Hirapur B.O,584202,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Matmari S.O,Raichur H.O,NA,NA
Hirebhergi B.O,584132,B.O,Delivery,Raichur,North Karnataka,Karnataka,Sindhanur,Raichur,KARNATAKA,NA,Turvihal S.O,Raichur H.O,NA,NA
Hirebudur B.O,584126,B.O,Delivery,Raichur,North Karnataka,Karnataka,Deodurga,Raichur,KARNATAKA,NA,Mosarkal S.O,Raichur H.O,NA,NA
Hirehanagi B.O,584120,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Kowthal S.O,Raichur H.O,NA,NA
Hirekottanakal B.O,584123,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Manvi S.O,Raichur H.O,NA,NA
Hirelakkihal B.O,584127,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,NA,Rodalbanda S.O,Raichur H.O,NA,NA
Hirenaganur B.O,584115,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,NA,Hutti S.O,Raichur H.O,NA,NA
Hireraikumpi B.O,584113,B.O,Delivery,Raichur,North Karnataka,Karnataka,Deodurga,Raichur,KARNATAKA,NA,Gabbur S.O,Raichur H.O,NA,NA
Hogarnal B.O,584132,B.O,Delivery,Raichur,North Karnataka,Karnataka,Sindhanur,Raichur,KARNATAKA,NA,Turvihal S.O,Raichur H.O,NA,NA
Hokrani B.O,584118,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Kallur S.O (Raichur),Raichur H.O,NA,NA
Honnahalli B.O,584115,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,NA,Hutti S.O,Raichur H.O,NA,NA
Hospet B.O,584134,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Yeramarus S.O,Raichur H.O,NA,NA
Hosur B.O,584143,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Jawalgera S.O,Raichur H.O,NA,NA
Hosur Siddapur B.O,584116,B.O,Delivery,Raichur,North Karnataka,Karnataka,Deodurga,Raichur,KARNATAKA,NA,Jalahalli S.O,Raichur H.O,NA,NA
Huda B.O,584167,B.O,Delivery,Raichur,North Karnataka,Karnataka,Sindhanur,Raichur,KARNATAKA,NA,Dhadesugur S.O,Raichur H.O,NA,NA
Hutti S.O,584115,S.O,Delivery,Raichur,North Karnataka,Karnataka,Lingsugur,Raichur,KARNATAKA,08537-275030,NA,Raichur H.O,NA,NA
Hutti Village B.O,584115,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingsugur,Raichur,KARNATAKA,NA,Hutti S.O,Raichur H.O,NA,NA
Huttigudda B.O,584132,B.O,Delivery,Raichur,North Karnataka,Karnataka,Sindhanur,Raichur,KARNATAKA,NA,Turvihal S.O,Raichur H.O,NA,NA
Huvinbhavi B.O,584122,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,NA,Lingasugur S.O,Raichur H.O,NA,NA
Idapanur B.O,584140,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Gunjahalli S.O,Raichur H.O,NA,NA
Itgi B.O,584126,B.O,Delivery,Raichur,North Karnataka,Karnataka,Deodurga,Raichur,KARNATAKA,NA,Mosarkal S.O,Raichur H.O,NA,NA
Jadaladinni B.O,584129,B.O,Delivery,Raichur,North Karnataka,Karnataka,Deodurga,Raichur,KARNATAKA,NA,Sirwar S.O,Raichur H.O,NA,NA
Jagatkal B.O,584126,B.O,Delivery,Raichur,North Karnataka,Karnataka,Deodurga,Raichur,KARNATAKA,NA,Mosarkal S.O,Raichur H.O,NA,NA
Jagir Venkatapur B.O,584134,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Yeramarus S.O,Raichur H.O,NA,NA
Jakkarmadu B.O,584125,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,NA,Mudgal S.O,Raichur H.O,NA,NA
Jalahalli S.O,584116,S.O,Delivery,Raichur,North Karnataka,Karnataka,Deodurga,Raichur,KARNATAKA,08531-265230,NA,Raichur H.O,NA,NA
Jalihal B.O,584128,B.O,Delivery,Raichur,North Karnataka,Karnataka,Sindhanur,Raichur,KARNATAKA,NA,Sindhanur S.O,Raichur H.O,NA,NA
Jalihal Camp B.O,584128,B.O,Delivery,Raichur,North Karnataka,Karnataka,Sindhanur,Raichur,KARNATAKA,NA,Sindhanur S.O,Raichur H.O,NA,NA
Jambaladinni B.O,584129,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Sirwar S.O,Raichur H.O,NA,NA
Janekal B.O,584123,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Manvi S.O,Raichur H.O,NA,NA
Jawalgera S.O,584143,S.O,Delivery,Raichur,North Karnataka,Karnataka,Sindhanur,Raichur,KARNATAKA,08535-264430,NA,Raichur H.O,NA,NA
Jeerbandi B.O,584111,B.O,Delivery,Raichur,North Karnataka,Karnataka,Devadurga,Raichur,KARNATAKA,NA,Deodurga S.O,Raichur H.O,NA,NA
Jegarkal B.O,584134,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Yeramarus S.O,Raichur H.O,NA,NA
Joldhadgi B.O,584111,B.O,Delivery,Raichur,North Karnataka,Karnataka,Deodurga,Raichur,KARNATAKA,NA,Deodurga S.O,Raichur H.O,NA,NA
Jookur B.O,584202,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Matmari S.O,Raichur H.O,NA,NA
Julumgera B.O,584133,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Yergera S.O,Raichur H.O,NA,NA
K. Mariammanahalli B.O,584125,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingsugur,Raichur,KARNATAKA,NA,Mudgal S.O,Raichur H.O,NA,NA
Kadadinni B.O,584129,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Sirwar S.O,Raichur H.O,NA,NA
Kadlur B.O,584170,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Shaktinagar S.O (Raichur),Raichur H.O,NA,NA
Kalapur B.O,584122,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,NA,Lingasugur S.O,Raichur H.O,NA,NA
Kalasa Hosahalli B.O,584132,B.O,Delivery,Raichur,North Karnataka,Karnataka,Sindhanur,Raichur,KARNATAKA,NA,Turvihal S.O,Raichur H.O,NA,NA
Kalli Lingasugur B.O,584122,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,NA,Lingasugur S.O,Raichur H.O,NA,NA
Kallur S.O (Raichur),584118,S.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,08538-262030,NA,Raichur H.O,NA,NA
Kalmala S.O,584136,S.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,08532-245330,NA,Raichur H.O,NA,NA
Kalmangi B.O,584132,B.O,Delivery,Raichur,North Karnataka,Karnataka,Sindhanur,Raichur,KARNATAKA,NA,Turvihal S.O,Raichur H.O,NA,NA
Kamalapur B.O,584133,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Yergera S.O,Raichur H.O,NA,NA
Kannal B.O,584125,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,NA,Mudgal S.O,Raichur H.O,NA,NA
Kansavi B.O,584125,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,NA,Mudgal S.O,Raichur H.O,NA,NA
Kapgal B.O,584118,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Kallur S.O (Raichur),Raichur H.O,NA,NA
Karadkal B.O,584122,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,NA,Lingasugur S.O,Raichur H.O,NA,NA
Kardigudda B.O,584123,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Manvi S.O,Raichur H.O,NA,NA
Karigudda B.O,584111,B.O,Delivery,Raichur,North Karnataka,Karnataka,Deodurga,Raichur,KARNATAKA,NA,Deodurga S.O,Raichur H.O,NA,NA
Kasba Lingasugur B.O,584122,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingsugur,Raichur,KARNATAKA,NA,Lingasugur S.O,Raichur H.O,NA,NA
Katlatkur B.O,584102,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Raichur Mukram Gunj S.O,Raichur H.O,NA,NA
Kelagina Irabgera B.O,584111,B.O,Delivery,Raichur,North Karnataka,Karnataka,Deodurga,Raichur,KARNATAKA,NA,Deodurga S.O,Raichur H.O,NA,NA
Kengal B.O,584167,B.O,Delivery,Raichur,North Karnataka,Karnataka,Sindhanur,Raichur,KARNATAKA,NA,Dhadesugur S.O,Raichur H.O,NA,NA
Khairwadgi B.O,584125,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,NA,Mudgal S.O,Raichur H.O,NA,NA
Khanapur B.O,584113,B.O,Delivery,Raichur,North Karnataka,Karnataka,Deodurga,Raichur,KARNATAKA,NA,Gabbur S.O,Raichur H.O,NA,NA
Kharabdinni B.O,584143,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Jawalgera S.O,Raichur H.O,NA,NA
Kolbal B.O,584128,B.O,Delivery,Raichur,North Karnataka,Karnataka,Sindhanur,Raichur,KARNATAKA,NA,Sindhanur S.O,Raichur H.O,NA,NA
Konapur Pet B.O,584123,B.O,Non-Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Manvi S.O,Raichur H.O,NA,NA
Konchapli B.O,584111,B.O,Delivery,Raichur,North Karnataka,Karnataka,Deodurga,Raichur,KARNATAKA,NA,Deodurga S.O,Raichur H.O,NA,NA
Kopparu B.O,584111,B.O,Delivery,Raichur,North Karnataka,Karnataka,Deodurga,Raichur,KARNATAKA,NA,Deodurga S.O,Raichur H.O,NA,NA
Korthakunda B.O,584135,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Yeramarus Camp S.O,Raichur H.O,NA,NA
Korvi B.O,584123,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Manvi S.O,Raichur H.O,NA,NA
Kota B.O,584139,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,NA,Gurgunta S.O,Raichur H.O,NA,NA
Kothadoddi B.O,584111,B.O,Delivery,Raichur,North Karnataka,Karnataka,Deodurga,Raichur,KARNATAKA,NA,Deodurga S.O,Raichur H.O,NA,NA
Kowthal S.O,584120,S.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,08538-252030,NA,Raichur H.O,NA,NA
Kudlur B.O,584135,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Yeramarus Camp S.O,Raichur H.O,NA,NA
Kurdi S.O,584203,S.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,08538-232030,NA,Raichur H.O,NA,NA
Kurkunda B.O,584128,B.O,Delivery,Raichur,North Karnataka,Karnataka,Sindhanur,Raichur,KARNATAKA,NA,Sindhanur S.O,Raichur H.O,NA,NA
Kurkundi B.O,584129,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Sirwar S.O,Raichur H.O,NA,NA
Kuruvapur B.O,584102,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Raichur Mukram Gunj S.O,Raichur H.O,NA,NA
Kyadigera B.O,584129,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Sirwar S.O,Raichur H.O,NA,NA
Lakkamdinni B.O,584129,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Sirwar S.O,Raichur H.O,NA,NA
Lingankhan Doddi B.O,584133,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Yergera S.O,Raichur H.O,NA,NA
Lingasugur Katchery S.O,584122,S.O,Non-Delivery,Raichur,North Karnataka,Karnataka,Lingsugur,Raichur,KARNATAKA,08537-257844,NA,Raichur H.O,NA,NA
Lingasugur S.O,584122,S.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,08537-257229,NA,Raichur H.O,NA,NA
Machanur B.O,584118,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Kallur S.O (Raichur),Raichur H.O,NA,NA
Madarkal B.O,584113,B.O,Delivery,Raichur,North Karnataka,Karnataka,Deodurga,Raichur,KARNATAKA,NA,Gabbur S.O,Raichur H.O,NA,NA
Madigera B.O,584129,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Sirwar S.O,Raichur H.O,NA,NA
Madlapur B.O,584123,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Manvi S.O,Raichur H.O,NA,NA
Madsirwar B.O,584128,B.O,Delivery,Raichur,North Karnataka,Karnataka,Sindhanur,Raichur,KARNATAKA,NA,Sindhanur S.O,Raichur H.O,NA,NA
Makapur B.O,584125,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,NA,Mudgal S.O,Raichur H.O,NA,NA
Maladakal B.O,584113,B.O,Delivery,Raichur,North Karnataka,Karnataka,Deodurga,Raichur,KARNATAKA,NA,Gabbur S.O,Raichur H.O,NA,NA
Maliabad B.O,584103,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Raichur Jawahar Nagar S.O,Raichur H.O,NA,NA
Malladagudda B.O,584123,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Manvi S.O,Raichur H.O,NA,NA
Mallapur B.O,584128,B.O,Delivery,Raichur,North Karnataka,Karnataka,Sindhanur,Raichur,KARNATAKA,NA,Sindhanur S.O,Raichur H.O,NA,NA
Mallat B.O,584129,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Sirwar S.O,Raichur H.O,NA,NA
Manjerla B.O,584133,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Yergera S.O,Raichur H.O,NA,NA
Manslapur B.O,584134,B.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,NA,Yeramarus S.O,Raichur H.O,NA,NA
Manvi S.O,584123,S.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,08538-220230,NA,Raichur H.O,NA,NA
Maraladinni B.O,584122,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,NA,Lingasugur S.O,Raichur H.O,NA,NA
Markam Dinni B.O,584120,B.O,Delivery,Raichur,North Karnataka,Karnataka,Manvi,Raichur,KARNATAKA,NA,Kowthal S.O,Raichur H.O,NA,NA
Maski S.O,584124,S.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,08537-270955,NA,Raichur H.O,NA,NA
Matmari S.O,584202,S.O,Delivery,Raichur,North Karnataka,Karnataka,Raichur,Raichur,KARNATAKA,08532-248730,NA,Raichur H.O,NA,NA
Mattur B.O,584125,B.O,Delivery,Raichur,North Karnataka,Karnataka,Lingasugur,Raichur,KARNATAKA,NA,Mudgal S.O,Raichur H.O,NA,NA
