officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude
Deoli B.O,444102,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Borgaon Manju S.O,Akola H.O,NA,NA
Deori B.O,444101,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Akot S.O,Akola H.O,NA,NA
Deulgaon Bramhan B.O,444501,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Patur S.O,Akola H.O,NA,NA
Dhabha B.O,444401,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Barshitakli S.O,Akola H.O,NA,NA
Dhamni B.O,444403,B.O,Delivery,Akola,Nagpur,Maharashtra,Mangrulpir,Washim,MAHARASHTRA,NA,Mangrulpir S.O,Akola H.O,NA,NA
Dhanaj BK B.O,444110,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Washim,MAHARASHTRA,NA,Kamargaon S.O (Washim),Akola H.O,NA,NA
Dhanaj KD B.O,444110,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Washim,MAHARASHTRA,NA,Kamargaon S.O (Washim),Akola H.O,NA,NA
Dhanora Ghadge B.O,444404,B.O,Delivery,Akola,Nagpur,Maharashtra,Mangrulpir,Washim,MAHARASHTRA,NA,Manora S.O (Washim),Akola H.O,NA,NA
Dhanora KD B.O,444409,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Washim,MAHARASHTRA,NA,Asegaon S.O,Akola H.O,NA,NA
Dhawanda B.O,444404,B.O,Delivery,Akola,Nagpur,Maharashtra,Mangrulpir,Washim,MAHARASHTRA,NA,Manora S.O (Washim),Akola H.O,NA,NA
Dhotardi B.O,444102,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Borgaon Manju S.O,Akola H.O,NA,NA
Dhumka B.O,444505,B.O,Delivery,Akola,Nagpur,Maharashtra,Washim,Washim,MAHARASHTRA,NA,Washim S.O,Akola H.O,NA,NA
Digras B.O,444501,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Patur S.O,Akola H.O,NA,NA
Dongargaon B.O,444104,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Krishinagar Akola S.O,Akola H.O,NA,NA
Dongargaon B.O,444311,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Nimba S.O,Akola H.O,NA,NA
Dongarkinhi B.O,444503,B.O,Delivery,Akola,Nagpur,Maharashtra,Washim,Washim,MAHARASHTRA,NA,Malegaon S.O,Akola H.O,NA,NA
Donwada B.O,444003,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Shivaji Park Akola S.O,Akola H.O,NA,NA
Durgwada B.O,444107,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Murtizapur S.O,Akola H.O,NA,NA
Falegaon B.O,444409,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Washim,MAHARASHTRA,NA,Asegaon S.O,Akola H.O,NA,NA
Fulumari B.O,444403,B.O,Delivery,Akola,Nagpur,Maharashtra,Mangrulpir,Washim,MAHARASHTRA,NA,Mangrulpir S.O,Akola H.O,NA,NA
Gaigaon B.O,444109,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Vidyutnagar Paras S.O,Akola H.O,NA,NA
Gaiwal B.O,444403,B.O,Delivery,Akola,Nagpur,Maharashtra,Mangrulpir,Washim,MAHARASHTRA,NA,Mangrulpir S.O,Akola H.O,NA,NA
Gajanan Nagar B.O,444002,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Akola City S.O,Akola H.O,NA,NA
Gandhigram B.O,444006,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Tajnapeth Akola S.O,Akola H.O,NA,NA
Gandhinagar S.O (Akola),444004,S.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,0724-2459003,NA,Akola H.O,NA,NA
Gawandgaon B.O,444501,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Patur S.O,Akola H.O,NA,NA
Ghodegaon B.O,444108,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Telhara S.O (Akola),Akola H.O,NA,NA
Ghota B.O,444107,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Murtizapur S.O,Akola H.O,NA,NA
Ghungshi B.O,444107,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Murtizapur S.O,Akola H.O,NA,NA
Ghusar B.O,444003,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Shivaji Park Akola S.O,Akola H.O,NA,NA
Girda B.O,444403,B.O,Delivery,Akola,Nagpur,Maharashtra,Mangrulpir,Washim,MAHARASHTRA,NA,Mangrulpir S.O,Akola H.O,NA,NA
Giroli B.O,444403,B.O,Delivery,Akola,Nagpur,Maharashtra,Mangrulpir,Washim,MAHARASHTRA,NA,Mangrulpir S.O,Akola H.O,NA,NA
Gobhani B.O,444504,B.O,Delivery,Akola,Nagpur,Maharashtra,Washim,Washim,MAHARASHTRA,NA,Sirpur S.O,Akola H.O,NA,NA
Goregaon B.O,444102,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Borgaon Manju S.O,Akola H.O,NA,NA
Goregaon KD B.O,444006,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Tajnapeth Akola S.O,Akola H.O,NA,NA
Gowardhan B.O,444504,B.O,Delivery,Akola,Nagpur,Maharashtra,Washim,Washim,MAHARASHTRA,NA,Sirpur S.O,Akola H.O,NA,NA
Gudadhi B.O,444005,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Jatherpeth Akola S.O,Akola H.O,NA,NA
Gurumandir Karanja S.O,444105,S.O,Non-Delivery,Akola,Nagpur,Maharashtra,Washim,Washim,MAHARASHTRA,NA,NA,Akola H.O,NA,NA
Gwaha B.O,444404,B.O,Delivery,Akola,Nagpur,Maharashtra,Mangrulpir,Washim,MAHARASHTRA,NA,Manora S.O (Washim),Akola H.O,NA,NA
Hanwadi B.O,444108,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Telhara S.O (Akola),Akola H.O,NA,NA
Haral B.O,444510,B.O,Delivery,Akola,Nagpur,Maharashtra,Washim,Washim,MAHARASHTRA,NA,Rithad S.O,Akola H.O,NA,NA
Hata B.O,444311,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Nimba S.O,Akola H.O,NA,NA
Hatgaon B.O,444107,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Murtizapur S.O,Akola H.O,NA,NA
Hatola B.O,444405,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Mahan S.O,Akola H.O,NA,NA
Hatrun B.O,444109,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Vidyutnagar Paras S.O,Akola H.O,NA,NA
Hingani KD B.O,444103,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Hiverkhed Ruprao S.O,Akola H.O,NA,NA
Hinganwadi B.O,444110,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Washim,MAHARASHTRA,NA,Kamargaon S.O (Washim),Akola H.O,NA,NA
Hirpur B.O,444107,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Murtizapur S.O,Akola H.O,NA,NA
Hivara Mana B.O,444106,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Mana S.O,Akola H.O,NA,NA
Hivara Rohila B.O,444510,B.O,Delivery,Akola,Nagpur,Maharashtra,Washim,Washim,MAHARASHTRA,NA,Rithad S.O,Akola H.O,NA,NA
Hiverkhed Ruprao S.O,444103,S.O,Delivery,Akola,Nagpur,Maharashtra,Telhara,Akola,MAHARASHTRA,07258-228222,NA,Akola H.O,NA,NA
Hivra BK B.O,444403,B.O,Delivery,Akola,Nagpur,Maharashtra,Mangrulpir,Washim,MAHARASHTRA,NA,Mangrulpir S.O,Akola H.O,NA,NA
Inzori B.O,444404,B.O,Delivery,Akola,Nagpur,Maharashtra,Mangrulpir,Washim,MAHARASHTRA,NA,Manora S.O (Washim),Akola H.O,NA,NA
Jaipur B.O,444507,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Washim,MAHARASHTRA,NA,Ansing S.O,Akola H.O,NA,NA
Jalgaon Nahate B.O,444126,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Adgaon Bk S.O,Akola H.O,NA,NA
Jamakeshwar B.O,444405,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Mahan S.O,Akola H.O,NA,NA
Jamb B.O,444105,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Washim,MAHARASHTRA,NA,Karanja S.O (Washim),Akola H.O,NA,NA
Jambha B.O,444102,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Borgaon Manju S.O,Akola H.O,NA,NA
Jampthi B.O,444106,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Mana S.O,Akola H.O,NA,NA
Januna B.O,444405,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Mahan S.O,Akola H.O,NA,NA
Jatherpeth Akola S.O,444005,S.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,0724-2420904,NA,Akola H.O,NA,NA
Jaulka B.O,444503,B.O,Delivery,Akola,Nagpur,Maharashtra,Washim,Washim,MAHARASHTRA,NA,Malegaon S.O,Akola H.O,NA,NA
Jaulkhed B.O,444111,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Dahihanda S.O,Akola H.O,NA,NA
Kajalamba B.O,444505,B.O,Delivery,Akola,Nagpur,Maharashtra,Washim,Washim,MAHARASHTRA,NA,Washim S.O,Akola H.O,NA,NA
Kajaleshwar B.O,444401,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Barshitakli S.O,Akola H.O,NA,NA
Kajaleshwar B.O,444107,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Murtizapur S.O,Akola H.O,NA,NA
Kalamba Bodkhe B.O,444409,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Washim,MAHARASHTRA,NA,Asegaon S.O,Akola H.O,NA,NA
Kalamba Mahali B.O,444505,B.O,Delivery,Akola,Nagpur,Maharashtra,Washim,Washim,MAHARASHTRA,NA,Washim S.O,Akola H.O,NA,NA
Kalambeshwar B.O,444503,B.O,Delivery,Akola,Nagpur,Maharashtra,Washim,Washim,MAHARASHTRA,NA,Malegaon S.O,Akola H.O,NA,NA
Kalambi Mahagaon B.O,444109,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Vidyutnagar Paras S.O,Akola H.O,NA,NA
Kalwadi B.O,444101,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Akot S.O,Akola H.O,NA,NA
Kamargaon S.O (Washim),444110,S.O,Delivery,Akola,Nagpur,Maharashtra,Karanja,Washim,MAHARASHTRA,07256-235022,NA,Akola H.O,NA,NA
Kanadi B.O,444107,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Murtizapur S.O,Akola H.O,NA,NA
Kanheri Gawali B.O,444302,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Balapur S.O,Akola H.O,NA,NA
Kanheri Sarap B.O,444401,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Barshitakli S.O,Akola H.O,NA,NA
Kanshoni B.O,444102,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Borgaon Manju S.O,Akola H.O,NA,NA
Kanzara B.O,444107,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Murtizapur S.O,Akola H.O,NA,NA
Kanzara B.O,444402,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Shelubazar S.O,Akola H.O,NA,NA
Kapsi B.O,444006,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Tajnapeth Akola S.O,Akola H.O,NA,NA
Karanja Ramzanpur B.O,444311,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Nimba S.O,Akola H.O,NA,NA
Karanja S.O (Washim),444105,S.O,Delivery,Akola,Nagpur,Maharashtra,Washim,Washim,MAHARASHTRA,07256-225686,NA,Akola H.O,NA,NA
Karanji B.O,444504,B.O,Delivery,Akola,Nagpur,Maharashtra,Washim,Washim,MAHARASHTRA,NA,Sirpur S.O,Akola H.O,NA,NA
Karkheda B.O,444404,B.O,Delivery,Akola,Nagpur,Maharashtra,Mangrulpir,Washim,MAHARASHTRA,NA,Manora S.O (Washim),Akola H.O,NA,NA
Karli B.O,444404,B.O,Delivery,Akola,Nagpur,Maharashtra,Mangrulpir,Washim,MAHARASHTRA,NA,Manora S.O (Washim),Akola H.O,NA,NA
Karli B.O,444505,B.O,Delivery,Akola,Nagpur,Maharashtra,Washim,Washim,MAHARASHTRA,NA,Washim S.O,Akola H.O,NA,NA
Kasola B.O,444403,B.O,Delivery,Akola,Nagpur,Maharashtra,Mangrulpir,Washim,MAHARASHTRA,NA,Mangrulpir S.O,Akola H.O,NA,NA
Kasura B.O,444109,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Vidyutnagar Paras S.O,Akola H.O,NA,NA
Kata B.O,444505,B.O,Delivery,Akola,Nagpur,Maharashtra,Washim,Washim,MAHARASHTRA,NA,Washim S.O,Akola H.O,NA,NA
Kaulkhed B.O,444102,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Borgaon Manju S.O,Akola H.O,NA,NA
Kaulkhed S.O,444004,S.O,Non-Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,0724-2488136,NA,Akola H.O,NA,NA
Kawasa B.O,444101,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Akot S.O,Akola H.O,NA,NA
Kawatha Naik B.O,444506,B.O,Delivery,Akola,Nagpur,Maharashtra,Washim,Washim,MAHARASHTRA,NA,Risod S.O,Akola H.O,NA,NA
Kawathal B.O,444403,B.O,Delivery,Akola,Nagpur,Maharashtra,Mangrulpir,Washim,MAHARASHTRA,NA,Mangrulpir S.O,Akola H.O,NA,NA
Kazikhed B.O,444311,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Nimba S.O,Akola H.O,NA,NA
Kekatumara B.O,444505,B.O,Delivery,Akola,Nagpur,Maharashtra,Washim,Washim,MAHARASHTRA,NA,Washim S.O,Akola H.O,NA,NA
Keliveli B.O,444111,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Dahihanda S.O,Akola H.O,NA,NA
Kenwad B.O,444503,B.O,Delivery,Akola,Nagpur,Maharashtra,Washim,Washim,MAHARASHTRA,NA,Malegaon S.O,Akola H.O,NA,NA
Keshavnagar B.O,444504,B.O,Delivery,Akola,Nagpur,Maharashtra,Washim,Washim,MAHARASHTRA,NA,Sirpur S.O,Akola H.O,NA,NA
Khambora B.O,444006,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Tajnapeth Akola S.O,Akola H.O,NA,NA
Khanapur B.O,444501,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Patur S.O,Akola H.O,NA,NA
Khandala B.O,444103,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Hiverkhed Ruprao S.O,Akola H.O,NA,NA
Khandala B.O,444109,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Vidyutnagar Paras S.O,Akola H.O,NA,NA
Khandala Shinde B.O,444504,B.O,Delivery,Akola,Nagpur,Maharashtra,Washim,Washim,MAHARASHTRA,NA,Sirpur S.O,Akola H.O,NA,NA
Kheldeshpande B.O,444108,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Telhara S.O (Akola),Akola H.O,NA,NA
Kherda B.O,444105,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Washim,MAHARASHTRA,NA,Karanja S.O (Washim),Akola H.O,NA,NA
Kherda Bhagai B.O,444407,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Pinjar S.O,Akola H.O,NA,NA
Kherda Vilegaon B.O,444107,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Murtizapur S.O,Akola H.O,NA,NA
Khetri B.O,444501,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Patur S.O,Akola H.O,NA,NA
Khirkund B.O,444101,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Akot S.O,Akola H.O,NA,NA
Khirpuri B.O,444302,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Balapur S.O,Akola H.O,NA,NA
Kiniraja B.O,444503,B.O,Delivery,Akola,Nagpur,Maharashtra,Washim,Washim,MAHARASHTRA,NA,Malegaon S.O,Akola H.O,NA,NA
Kinkhed B.O,444107,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Murtizapur S.O,Akola H.O,NA,NA
Kinkhed B.O,444111,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Dahihanda S.O,Akola H.O,NA,NA
Kokalgaon B.O,444505,B.O,Delivery,Akola,Nagpur,Maharashtra,Washim,Washim,MAHARASHTRA,NA,Washim S.O,Akola H.O,NA,NA
Kolambi B.O,444102,B.O,Delivery,Akola,Nagpur,Maharashtra,NA,Akola,MAHARASHTRA,NA,Borgaon Manju S.O,Akola H.O,NA,NA
Kondoli B.O,444404,B.O,Delivery,Akola,Nagpur,Maharashtra,Mangrulpir,Washim,MAHARASHTRA,NA,Manora S.O (Washim),Akola H.O,NA,NA
Kothali B.O,444405,B.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,NA,Mahan S.O,Akola H.O,NA,NA
Kothari B.O,444403,B.O,Delivery,Akola,Nagpur,Maharashtra,Mangrulpir,Washim,MAHARASHTRA,NA,Mangrulpir S.O,Akola H.O,NA,NA
Koyali B.O,444510,B.O,Delivery,Akola,Nagpur,Maharashtra,Washim,Washim,MAHARASHTRA,NA,Rithad S.O,Akola H.O,NA,NA
Krishinagar Akola S.O,444104,S.O,Delivery,Akola,Nagpur,Maharashtra,Akola,Akola,MAHARASHTRA,0724-2258029,NA,Akola H.O,NA,NA
