officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude
Bhimsen B.O,209305,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Bhimsen,Kanpur Nagar,UTTAR PRADESH,NA,Chakarpur S.O,Kanpur H.O,NA,NA
Bidhnoo S.O,209214,S.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Bidhnoo,Kanpur Nagar,UTTAR PRADESH,0512-2732231,NA,Kanpur H.O,NA,NA
Bima Vihar S.O,208024,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Vikas Nagar,Kanpur Nagar,UTTAR PRADESH,0512-2581924,NA,Nawabganj H.O,NA,NA
Binour B.O,209304,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Binour,Kanpur Nagar,UTTAR PRADESH,NA,Sachendi S.O,Kanpur H.O,NA,NA
Birhana Raod S.O,208001,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Birhana Road,Kanpur Nagar,UTTAR PRADESH,0512-2318233,NA,Kanpur Cantt. H.O,NA,NA
Bisayakpur B.O,209304,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Bisayakpur,Kanpur Nagar,UTTAR PRADESH,NA,Sachendi S.O,Kanpur H.O,NA,NA
Bithoor B.O,209217,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Bithoor,Kanpur Nagar,UTTAR PRADESH,NA,Mandhana S.O,Kanpur H.O,NA,NA
Cambridge Road S.O,208007,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Harjinder Nagar,Kanpur Nagar,UTTAR PRADESH,0512-2405988,NA,Kanpur Cantt. H.O,NA,NA
CAT S.O,208008,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Chakeri,Kanpur Nagar,UTTAR PRADESH,0512-2401351,NA,Kanpur Cantt. H.O,NA,NA
Chakarpur S.O,209305,S.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Chakarpur,Kanpur Nagar,UTTAR PRADESH,0512-2696157,NA,Kanpur H.O,NA,NA
Chakeri Aerodrum S.O,208008,S.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Chakeri,Kanpur Nagar,UTTAR PRADESH,0512-2401351,NA,Kanpur Cantt. H.O,NA,NA
Chauki Jarib S.O,208003,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Anwarganj,Kanpur Nagar,UTTAR PRADESH,0512-2520634,NA,Nawabganj H.O,NA,NA
Chaurai B.O,209214,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Chaurai,Kanpur Nagar,UTTAR PRADESH,NA,Bidhnoo S.O,Kanpur H.O,NA,NA
Chhatarpur B.O,209214,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Chhatarpur,Kanpur Nagar,UTTAR PRADESH,NA,Bidhnoo S.O,Kanpur H.O,NA,NA
COD S.O (Kanpur Nagar),208013,S.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Cod,Kanpur Nagar,UTTAR PRADESH,0512-2423372,NA,Kanpur Cantt. H.O,NA,NA
Colonelganj S.O (Kanpur Nagar),208001,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Colonelganj,Kanpur Nagar,UTTAR PRADESH,0512-2548743,NA,Kanpur H.O,NA,NA
Cotton Mill S.O,208001,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Cotton Mill,Kanpur Nagar,UTTAR PRADESH,0512-2342446,NA,Kanpur H.O,NA,NA
D O Oil Mill S.O,208012,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Fazalganj,Kanpur Nagar,UTTAR PRADESH,0512-2218530,NA,Nawabganj H.O,NA,NA
Dehli Ujagar B.O,209214,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Dehli Ujagar,Kanpur Nagar,UTTAR PRADESH,NA,Bidhnoo S.O,Kanpur H.O,NA,NA
Deosarh B.O,209214,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Deosarh,Kanpur Nagar,UTTAR PRADESH,NA,Bidhnoo S.O,Kanpur H.O,NA,NA
Dhankutti S.O,208001,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Nayaganj,Kanpur Nagar,UTTAR PRADESH,0512-2360594,NA,Kanpur Cantt. H.O,NA,NA
Dmsrde S.O,208013,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,G T Road,Kanpur Nagar,UTTAR PRADESH,0512-2451760,NA,Kanpur Cantt. H.O,NA,NA
Elgin Mills S.O,208001,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Gwaltoli,Kanpur Nagar,UTTAR PRADESH,0512-25530803,NA,Kanpur H.O,NA,NA
Employeement Exchange S.O,208002,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,G T Road,Kanpur Nagar,UTTAR PRADESH,0512-2239737,NA,Nawabganj H.O,NA,NA
Fahimabad S.O,208001,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Fahimabad,Kanpur Nagar,UTTAR PRADESH,0512-2546598,NA,Kanpur H.O,NA,NA
Farrashkhana S.O,208001,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Farrashkhana,Kanpur Nagar,UTTAR PRADESH,0512-2667791,NA,Kanpur H.O,NA,NA
Fatehpur Roshnai B.O,209304,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Fatehpur Roshnai,Kanpur Nagar,UTTAR PRADESH,NA,Sachendi S.O,Kanpur H.O,NA,NA
Gandhi Grame S.O,208007,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Rama Devi Chauraha,Kanpur Nagar,UTTAR PRADESH,NA,NA,Kanpur Cantt. H.O,NA,NA
Gayatri Seedh Peeth Khadeshar B.O,209214,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Gayatri Seedh Peeth Khadeshar,Kanpur Nagar,UTTAR PRADESH,NA,Bidhnoo S.O,Kanpur H.O,NA,NA
Gazipur B.O,209401,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Gazipur,Kanpur Nagar,UTTAR PRADESH,NA,Narwal S.O,Kanpur H.O,NA,NA
Gopalpur B.O,209401,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Gopalpur,Kanpur Nagar,UTTAR PRADESH,NA,Narwal S.O,Kanpur H.O,NA,NA
Govind Nagar S.O (Kanpur Nagar),208006,S.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Govind Nagar,Kanpur Nagar,UTTAR PRADESH,0512-2659762,NA,Kanpur Cantt. H.O,NA,NA
Govind Nagar West S.O,208006,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Govind Nagar,Kanpur Nagar,UTTAR PRADESH,0512-2659858,NA,Kanpur Cantt. H.O,NA,NA
Gsvm Medical College S.O,208002,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Medical College,Kanpur Nagar,UTTAR PRADESH,0512-2547480,NA,Nawabganj H.O,NA,NA
Gwaltoli S.O,208001,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Gwaltoli,Kanpur Nagar,UTTAR PRADESH,0512-2559757,NA,Kanpur H.O,NA,NA
Hal Colony S.O,208007,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Hal Colony,Kanpur Nagar,UTTAR PRADESH,0512-2402750,NA,Kanpur Cantt. H.O,NA,NA
Harchandkhera B.O,209401,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Harchand Khera,Kanpur Nagar,UTTAR PRADESH,NA,Narwal S.O,Kanpur H.O,NA,NA
Hardauli B.O,209214,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Hardauli,Kanpur Nagar,UTTAR PRADESH,NA,Bidhnoo S.O,Kanpur H.O,NA,NA
Harjinder Nagar S.O,208007,S.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Harjinder Nagar,Kanpur Nagar,UTTAR PRADESH,0512-2401944,NA,Kanpur Cantt. H.O,NA,NA
Hathigaon B.O,209402,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Hithgaon,Kanpur Nagar,UTTAR PRADESH,NA,Sarsaul S.O,Kanpur H.O,NA,NA
Hatia S.O (Kanpur Nagar),208001,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Hatia,Kanpur Nagar,UTTAR PRADESH,0512-2360339,NA,Kanpur Cantt. H.O,NA,NA
Hbti S.O,208002,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Kesa Colony,Kanpur Nagar,UTTAR PRADESH,0512-2563250,NA,Nawabganj H.O,NA,NA
Hns Nagar S.O,208005,S.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Lajpat Nagar,Kanpur Nagar,UTTAR PRADESH,0512-2242480,NA,Nawabganj H.O,NA,NA
Iit S.O,208016,S.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Kalyanpur,Kanpur Nagar,UTTAR PRADESH,0512-2590245,NA,Nawabganj H.O,NA,NA
Indira Nagar S.O (Kanpur Nagar),208026,S.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Indira Nagar,Kanpur Nagar,UTTAR PRADESH,0512-2570619,NA,Nawabganj H.O,NA,NA
Industrial Estate S.O (Kanpur Nagar,208005,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Vijay Nagar,Kanpur Nagar,UTTAR PRADESH,0512-2239748,NA,Kanpur H.O,NA,NA
Itra B.O,209217,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Itra,Kanpur Nagar,UTTAR PRADESH,NA,Mandhana S.O,Kanpur H.O,NA,NA
J K Puri S.O,208010,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Jajmau,Kanpur Nagar,UTTAR PRADESH,0512-2660534,NA,Kanpur Cantt. H.O,NA,NA
Jamu B.O,209214,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Jamu,Kanpur Nagar,UTTAR PRADESH,NA,Bidhnoo S.O,Kanpur H.O,NA,NA
Jarkala B.O,209402,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Jarkala,Kanpur Nagar,UTTAR PRADESH,NA,Sarsaul S.O,Kanpur H.O,NA,NA
Jawahar Nagar S.O (Kanpur Nagar),208012,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Jawahar Nagar,Kanpur Nagar,UTTAR PRADESH,0512-2541429,NA,Nawabganj H.O,NA,NA
Jugrajpur B.O,209304,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Jugrajpur,Kanpur Nagar,UTTAR PRADESH,NA,Sachendi S.O,Kanpur H.O,NA,NA
Juhi Colony S.O,208014,S.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Juhi,Kanpur Nagar,UTTAR PRADESH,0512-2643439,NA,Kanpur Cantt. H.O,NA,NA
K M Street S.O,208001,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Nai Sarak,Kanpur Nagar,UTTAR PRADESH,0512-2367187,NA,Kanpur H.O,NA,NA
K P University S.O,208024,S.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,K P University,Kanpur Nagar,UTTAR PRADESH,0512-2570629,NA,Nawabganj H.O,NA,NA
Kadari Champatpur B.O,209214,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Kadari Champatpur,Kanpur Nagar,UTTAR PRADESH,NA,Bidhnoo S.O,Kanpur H.O,NA,NA
Kaindha B.O,209214,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Kaindha,Kanpur Nagar,UTTAR PRADESH,NA,Bidhnoo S.O,Kanpur H.O,NA,NA
Kalyanpur S.O (Kanpur Nagar),208017,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Kalyanpur,Kanpur Nagar,UTTAR PRADESH,0512-2570329,NA,Nawabganj H.O,NA,NA
Kamlapur B.O,209402,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Kamlapur,Kanpur Nagar,UTTAR PRADESH,NA,Sarsaul S.O,Kanpur H.O,NA,NA
Kanpur Cantt. H.O,208004,H.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Cantt.,Kanpur Nagar,UTTAR PRADESH,0512-2380823,NA,NA,NA,NA
Kanpur Court S.O,208001,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Kanpur Court,Kanpur Nagar,UTTAR PRADESH,0512-2306049,NA,Kanpur H.O,NA,NA
Kanpur H.O,208001,H.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Bara Chauraha,Kanpur Nagar,UTTAR PRADESH,0512-2306168,NA,NA,NA,NA
Kanpur West S.O,208001,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Stock Exchange,Kanpur Nagar,UTTAR PRADESH,0512-2530856,NA,Kanpur H.O,NA,NA
Karbigvan B.O,209402,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Karbigawan,Kanpur Nagar,UTTAR PRADESH,NA,Sarsaul S.O,Kanpur H.O,NA,NA
Kasigaon B.O,208021,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Kasigaon,Kanpur Nagar,UTTAR PRADESH,NA,N H Road S.O,Kanpur Cantt. H.O,NA,NA
Kathara B.O,209214,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Kathara,Kanpur Nagar,UTTAR PRADESH,NA,Bidhnoo S.O,Kanpur H.O,NA,NA
Katherua B.O,209214,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Katherua,Kanpur Nagar,UTTAR PRADESH,NA,Bidhnoo S.O,Kanpur H.O,NA,NA
Kathongar B.O,208021,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Kathongar,Kanpur Nagar,UTTAR PRADESH,NA,N H Road S.O,Kanpur Cantt. H.O,NA,NA
Kaushalpuri S.O,208012,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Kaushalpuri,Kanpur Nagar,UTTAR PRADESH,0512-2339739,NA,Nawabganj H.O,NA,NA
Keshav Puram S.O (Kanpur Nagar),208017,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Kanpur,Kanpur Nagar,UTTAR PRADESH,NA,NA,Kanpur H.O,NA,NA
Khapra Mohal S.O,208004,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Khapra Mohal,Kanpur Nagar,UTTAR PRADESH,0512-2321533,NA,Kanpur Cantt. H.O,NA,NA
Kheora B.O,208017,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Kheora,Kanpur Nagar,UTTAR PRADESH,NA,Keshav Puram S.O (Kanpur Nagar),Kanpur H.O,NA,NA
Kidwai Nagar S.O (Kanpur Nagar),208011,S.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Kidwai Nagar,Kanpur Nagar,UTTAR PRADESH,0512-2632297,NA,Kanpur Cantt. H.O,NA,NA
Krishna Nagar S.O (Kanpur Nagar),208007,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Lal Bangla,Kanpur Nagar,UTTAR PRADESH,0512-2401307,NA,Kanpur Cantt. H.O,NA,NA
Kudani B.O,209401,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Kudani,Kanpur Nagar,UTTAR PRADESH,NA,Narwal S.O,Kanpur H.O,NA,NA
Kulgaon B.O,209402,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Kulgaon,Kanpur Nagar,UTTAR PRADESH,NA,Sarsaul S.O,Kanpur H.O,NA,NA
Maharajpur B.O,209402,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Maharajpur,Kanpur Nagar,UTTAR PRADESH,NA,Sarsaul S.O,Kanpur H.O,NA,NA
Maholi B.O,209402,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Mahauli,Kanpur Nagar,UTTAR PRADESH,NA,Sarsaul S.O,Kanpur H.O,NA,NA
Mahua Gaon B.O,209402,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Mahua Gaon,Kanpur Nagar,UTTAR PRADESH,NA,Sarsaul S.O,Kanpur H.O,NA,NA
Majhawan B.O,209214,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Majhawan,Kanpur Nagar,UTTAR PRADESH,NA,Bidhnoo S.O,Kanpur H.O,NA,NA
Mandhana S.O,209217,S.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Mandhana,Kanpur Nagar,UTTAR PRADESH,0512-2780259,NA,Kanpur H.O,NA,NA
Mardanpur B.O,209305,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Mardanpur,Kanpur Nagar,UTTAR PRADESH,NA,Chakarpur S.O,Kanpur H.O,NA,NA
Meerpur Cantt S.O,208004,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Meerpur,Kanpur Nagar,UTTAR PRADESH,0512-2322586,NA,Kanpur Cantt. H.O,NA,NA
Motijheel S.O (Kanpur Nagar),208002,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Motijheel,Kanpur Nagar,UTTAR PRADESH,0512-2549617,NA,Nawabganj H.O,NA,NA
Munshipurwa S.O,208023,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Munshipurwa,Kanpur Nagar,UTTAR PRADESH,0512-2640049,NA,Kanpur Cantt. H.O,NA,NA
N C Line S.O,208002,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Arya Nagar,Kanpur Nagar,UTTAR PRADESH,0512-2532459,NA,Nawabganj H.O,NA,NA
N H Road S.O,208021,S.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Naubasta,Kanpur Nagar,UTTAR PRADESH,0512-2626046,NA,Kanpur Cantt. H.O,NA,NA
Napier Road S.O,208004,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Kanpur Cantt.,Kanpur Nagar,UTTAR PRADESH,0512-2327901,NA,Kanpur Cantt. H.O,NA,NA
Naramau S.O,209217,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Naramau,Kanpur Nagar,UTTAR PRADESH,0512-2780868,NA,Nawabganj H.O,NA,NA
Narona Exchange S.O,208004,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,The Mall,Kanpur Nagar,UTTAR PRADESH,0512-2305513,NA,Kanpur Cantt. H.O,NA,NA
Narwal S.O,209401,S.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Narwal,Kanpur Nagar,UTTAR PRADESH,0512-2748223,NA,Kanpur H.O,NA,NA
Nasra B.O,209401,B.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Nasra,Kanpur Nagar,UTTAR PRADESH,NA,Narwal S.O,Kanpur H.O,NA,NA
Naubasta S.O,208021,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar,UTTAR PRADESH,0512-2630171,NA,Kanpur Cantt. H.O,NA,NA
Naveen Market S.O,208001,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Parade,Kanpur Nagar,UTTAR PRADESH,0512-2304835,NA,Kanpur H.O,NA,NA
Naveen Nagar S.O,208025,S.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Naveen Nagar,Kanpur Nagar,UTTAR PRADESH,0512-2501390,NA,Nawabganj H.O,NA,NA
Nawabganj H.O,208002,H.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Nawabganj,Kanpur Nagar,UTTAR PRADESH,0512-2563250,NA,NA,NA,NA
Nayaganj S.O,208001,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Nayaganj,Kanpur Nagar,UTTAR PRADESH,0512-2318219,NA,Kanpur Cantt. H.O,NA,NA
New Pac Lines S.O,208015,S.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,New Pac Lines,Kanpur Nagar,UTTAR PRADESH,0512-2423482,NA,Kanpur Cantt. H.O,NA,NA
Nirala Nagar S.O,208014,S.O,Non-Delivery,Kanpur City,Kanpur,Uttar Pradesh,Nirala Nagar,Kanpur Nagar,UTTAR PRADESH,0512-2600328,NA,Kanpur Cantt. H.O,NA,NA
